,ID,GeneID,geneSymbol,chr,strand,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference
A3_ss,228,ENSG00000126768.13,TIMM17B,chrX,-,"8,9,10,15,30,41,24","0,0,0,0,0,0,0","23,15,20,23,20,20,20,35,27,19","1,0,2,1,5,0,5,2,0,0",617,99,1.45E-06,0.000301018,"1.0,1.0,1.0,1.0,1.0,1.0,1.0","0.787,1.0,0.616,0.787,0.391,1.0,0.391,0.737,1.0,1.0",0.229
A3_ss,6865,ENSG00000141959.17,PFKL,chr21,+,"56,175,199,346,167,100,000","177,128,281,370,218,000,000","217,56,86,101,75,94,70,169,71,79","176,147,423,181,519,000,000,000,000,000",328,99,1.48E-06,0.000304509,"0.087,0.292,0.176,0.22,0.188,0.053,0.157","0.271,0.103,0.058,0.144,0.042,0.146,0.038,0.103,0.111,0.047",0.061
A3_ss,3319,ENSG00000290948.2,ENSG00000290948,chr15,-,"225,137,154,268,120,000,000","11,9,41,45,4,23,19","132,169,278,303,434,000,000,000,000,000","10,6,12,4,11,8,20,30,7,9",462,99,1.62E-06,0.000323652,"0.814,0.765,0.446,0.561,0.865,0.661,0.704","0.739,0.858,0.832,0.942,0.894,0.893,0.829,0.832,0.84,0.873",-0.165
A3_ss,11399,ENSG00000291091.2,ENSG00000291091,chr3,-,"5,6,7,6,9,6,6","0,0,0,0,5,10,3","3,5,7,5,7,5,10,26,5,10","0,0,0,0,0,0,0,0,0,0",163,99,1.61E-06,0.000323652,"1.0,1.0,1.0,1.0,0.522,0.267,0.548","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0",-0.238
A3_ss,7601,ENSG00000109775.11,UFSP2,chr4,-,"14,20,21,31,49,48,19","20,20,44,50,19,56,76","13,11,15,12,8,4,6,16,10,12","26,23,55,15,69,38,44,61,24,73",202,99,1.68E-06,0.000330597,"0.255,0.329,0.19,0.233,0.558,0.296,0.109","0.197,0.19,0.118,0.282,0.054,0.049,0.063,0.114,0.17,0.075",0.15
A3_ss,8291,ENSG00000131236.18,CAP1,chr1,+,"1,8,5,11,4,10,10","0,0,0,3,0,2,1","8,5,7,1,4,3,10,2,3,5","2,2,5,1,2,2,0,6,1,3",102,99,1.76E-06,0.000343079,"1.0,1.0,1.0,0.781,1.0,0.829,0.907","0.795,0.708,0.576,0.493,0.66,0.593,1.0,0.244,0.744,0.618",0.288
A3_ss,3926,ENSG00000021645.20,NRXN3,chr14,+,"98,141,117,255,70,60,118","0,2,5,1,0,1,1","83,55,48,52,71,44,51,70,50,53","4,3,11,1,0,0,3,4,2,5",420,99,1.90E-06,0.00036537,"1.0,0.943,0.847,0.984,1.0,0.934,0.965","0.83,0.812,0.507,0.925,1.0,1.0,0.8,0.805,0.855,0.714",0.128
A3_ss,3690,ENSG00000224078.16,SNHG14,chr15,+,"62,86,73,143,217,223,185","23,32,68,56,30,111,55","222,287,244,184,196,000,000,000,000,000","43,23,74,50,103,21,57,54,14,63",2135,99,2.22E-06,0.00042015,"0.111,0.111,0.047,0.106,0.251,0.085,0.135","0.193,0.367,0.133,0.146,0.081,0.357,0.144,0.231,0.457,0.215",-0.112
A3_ss,10908,ENSG00000291121.2,ENSG00000291121,chr7,-,"0,0,0,0,1,0,1","7,3,9,14,1,11,7","2,5,5,1,3,0,1,1,2,2","12,8,23,1,12,5,4,9,2,15",103,99,2.44E-06,0.000456483,"0.0,0.0,0.0,0.0,0.49,0.0,0.121","0.138,0.375,0.173,0.49,0.194,0.0,0.194,0.096,0.49,0.114",-0.139
A3_ss,6710,ENSG00000177030.19,DEAF1,chr11,-,"15,16,13,24,13,19,13","2,3,0,7,1,0,1","13,4,15,8,9,7,5,12,8,24","0,2,0,0,1,1,0,0,0,0",258,99,2.51E-06,0.000464176,"0.742,0.672,1.0,0.568,0.833,1.0,0.833","1.0,0.434,1.0,1.0,0.775,0.729,1.0,1.0,1.0,1.0",-0.087
A3_ss,7942,ENSG00000248441.10,LETR1,chr15,-,"5,22,8,21,10,6,21","1,1,1,1,0,3,2","27,42,42,22,16,6,7,15,37,32","0,0,2,0,1,0,0,0,0,2",1185,99,2.80E-06,0.000504807,"0.295,0.648,0.401,0.637,1.0,0.143,0.467","1.0,1.0,0.637,1.0,0.572,1.0,1.0,1.0,1.0,0.572",-0.365
A3_ss,11946,ENSG00000062194.16,GPBP1,chr5,+,"65,104,220,205,122,300,000","0,0,3,0,0,1,0","110,126,273,136,259,000,000,000,000,000","5,3,4,4,7,4,7,6,0,6",144,99,2.78E-06,0.000504807,"1.0,1.0,0.981,1.0,1.0,0.995,1.0","0.938,0.967,0.979,0.959,0.962,0.951,0.963,0.963,1.0,0.956",0.033
A3_ss,6122,ENSG00000174080.12,CTSF,chr11,-,"56,32,24,57,18,36,49","307,132,224,235,163,000,000","50,17,28,19,26,29,23,50,14,34","262,120,285,210,425,000,000,000,000,000",191,99,2.84E-06,0.000506625,"0.086,0.112,0.053,0.112,0.054,0.05,0.059","0.09,0.068,0.048,0.045,0.031,0.065,0.025,0.046,0.038,0.036",0.026
A3_ss,4000,ENSG00000072110.17,ACTN1,chr14,-,"268,352,594,798,209,000,000","1,6,21,32,2,1,19","421,235,392,147,293,000,000,000,000,000","0,4,11,0,0,1,2,2,5,1",745,99,3.12E-06,0.000549131,"0.973,0.886,0.79,0.768,0.933,0.985,0.827","1.0,0.886,0.826,1.0,1.0,0.965,0.964,0.968,0.842,0.983",-0.063
A3_ss,7239,ENSG00000115355.18,CCDC88A,chr2,-,"221,414,348,489,395,000,000","0,0,2,1,0,3,2","245,590,686,441,497,000,000,000,000,000","3,3,6,4,4,2,4,2,6,6",2908,99,3.19E-06,0.000554694,"1.0,1.0,0.856,0.943,1.0,0.833,0.929","0.735,0.87,0.796,0.79,0.809,0.866,0.774,0.901,0.72,0.767",0.134
A3_ss,14835,ENSG00000104419.17,NDRG1,chr8,-,"81,154,122,215,43,65,128","3,693,919,391,094,160,000,000","87,93,129,14,23,99,77,134,93,110","540,129,382,79,236,104,257,266,247,831",232,99,3.40E-06,0.000585829,"0.086,0.144,0.053,0.077,0.101,0.049,0.052","0.064,0.235,0.126,0.07,0.04,0.289,0.113,0.177,0.138,0.053",-0.05
A3_ss,6694,ENSG00000255794.12,RMST,chr12,+,"97,267,220,350,231,300,000","0,0,2,2,0,1,0","201,192,240,364,399,000,000,000,000,000","1,0,4,4,5,1,11,6,0,2",687,99,3.50E-06,0.000589136,"1.0,1.0,0.941,0.962,1.0,0.981,1.0","0.967,1.0,0.896,0.929,0.92,0.98,0.816,0.926,1.0,0.964",0.044
A3_ss,18271,ENSG00000181163.14,NPM1,chr5,+,"129,174,146,247,276,000,000","124,141,197,262,251,000,000","289,386,494,374,451,000,000,000,000,000","98,287,522,235,502,200,000,000,000,000",1402,99,3.49E-06,0.000589136,"0.068,0.08,0.05,0.062,0.072,0.052,0.062","0.172,0.087,0.063,0.101,0.06,0.099,0.07,0.075,0.106,0.066",-0.026
A3_ss,1755,ENSG00000167216.19,KATNAL2,chr18,+,"1,2,0,5,3,7,4","0,3,4,1,2,3,0","3,4,4,3,4,8,10,13,5,5","0,1,1,2,0,0,1,1,0,0",125,99,3.66E-06,0.000602305,"1.0,0.346,0.0,0.798,0.543,0.649,1.0","1.0,0.76,0.76,0.543,1.0,1.0,0.888,0.911,1.0,1.0",-0.267
A3_ss,6120,ENSG00000173992.9,CCS,chr11,+,"15,54,73,64,30,39,70","30,49,102,89,40,90,88","70,14,30,19,26,17,24,36,22,38","92,51,77,25,108,38,77,82,49,132",284,99,3.64E-06,0.000602305,"0.148,0.278,0.2,0.2,0.207,0.131,0.217","0.21,0.087,0.12,0.209,0.077,0.135,0.098,0.133,0.135,0.091",0.068
A3_ss,11398,ENSG00000291091.2,ENSG00000291091,chr3,-,"5,6,5,6,6,4,7","0,0,0,0,5,10,3","3,3,6,1,7,3,10,18,2,9","0,0,0,0,0,0,0,0,0,0",148,99,3.79E-06,0.000616755,"1.0,1.0,1.0,1.0,0.445,0.211,0.609","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0",-0.248
A3_ss,6082,ENSG00000110719.11,TCIRG1,chr11,+,"6,13,30,38,2,12,6","43,75,170,178,20,56,70","5,1,7,2,4,3,4,3,1,11","89,23,65,15,42,35,94,68,15,66",115,99,3.99E-06,0.000642092,"0.107,0.13,0.132,0.155,0.079,0.156,0.069","0.046,0.036,0.085,0.103,0.076,0.069,0.035,0.037,0.054,0.125",0.052
A3_ss,10607,ENSG00000082684.16,SEMA5B,chr3,-,"2,2,1,2,1,4,2","2,2,1,2,1,4,3","0,0,3,0,1,1,0,0,0,2","6,1,1,1,1,0,1,1,6,3",171,99,4.06E-06,0.000645988,"0.367,0.367,0.367,0.367,0.367,0.367,0.278","0.0,0.0,0.635,0.0,0.367,1.0,0.0,0.0,0.0,0.278",0.126
A3_ss,14405,ENSG00000167548.18,KMT2D,chr12,-,"31,58,24,129,36,24,57","0,0,0,1,2,0,2","84,38,19,28,23,24,14,53,42,36","0,0,4,2,3,0,0,8,2,4",189,99,4.16E-06,0.000654909,"1.0,1.0,1.0,0.985,0.904,1.0,0.937","1.0,1.0,0.713,0.88,0.801,1.0,1.0,0.776,0.917,0.825",0.084
A3_ss,7732,ENSG00000213928.10,IRF9,chr14,+,"4,1,3,4,1,0,1","9,6,6,8,4,7,7","0,0,1,0,0,1,0,1,1,1","1,3,7,1,2,1,2,4,7,6",102,99,4.36E-06,0.00067945,"0.301,0.139,0.327,0.327,0.195,0.0,0.122","0.0,0.0,0.122,0.0,0.0,0.493,0.0,0.195,0.122,0.139",0.094
A3_ss,778,ENSG00000214078.13,CPNE1,chr20,-,"2,8,11,12,6,11,13","40,42,127,139,39,119,94","24,10,10,5,14,8,16,26,4,9","71,38,107,20,64,38,48,78,23,55",122,99,4.42E-06,0.000681974,"0.039,0.134,0.066,0.065,0.111,0.07,0.101","0.215,0.176,0.07,0.169,0.151,0.146,0.213,0.213,0.124,0.117",-0.076
A3_ss,2498,ENSG00000132386.11,SERPINF1,chr17,+,"100,293,181,864,085,000,000,000,000,000","602,124,87,298,126,120,567","1,390,628,941,228,730,000,000,000,000,000,000,000,000,000,000","885,128,137,180,135,141,151,421,98,105",138,99,4.90E-06,0.000741626,"0.923,0.948,0.986,0.954,0.943,0.986,0.922","0.919,0.942,0.985,0.932,0.988,0.956,0.985,0.951,0.957,0.988",-0.009
A3_ss,6347,ENSG00000134802.18,SLC43A3,chr11,-,"9,6,8,17,12,5,7","2,2,1,3,0,3,2","6,2,6,2,3,3,5,17,10,11","0,0,2,2,0,0,1,1,0,2",197,99,4.86E-06,0.000741626,"0.693,0.601,0.801,0.74,1.0,0.456,0.638","1.0,1.0,0.601,0.334,1.0,1.0,0.715,0.895,1.0,0.734",-0.124
A3_ss,221,ENSG00000068400.14,GRIPAP1,chrX,-,"4,5,5,12,1,3,6","51,60,98,104,48,105,114","3,1,2,1,0,2,0,2,0,6","152,40,93,51,90,30,80,89,64,144",129,99,5.26E-06,0.000780607,"0.057,0.06,0.038,0.081,0.016,0.021,0.039","0.015,0.019,0.016,0.015,0.0,0.049,0.0,0.017,0.0,0.031",0.028
A3_ss,21910,ENSG00000079102.18,RUNX1T1,chr8,-,"1,0,2,3,4,5,20","0,1,0,1,1,0,7","0,6,9,0,2,0,3,2,1,12","1,3,8,3,5,1,8,1,0,10",167,99,5.27E-06,0.000780607,"1.0,0.0,1.0,0.64,0.703,1.0,0.629","0.0,0.542,0.4,0.0,0.192,0.0,0.182,0.542,1.0,0.416",0.383
A3_ss,21491,ENSG00000090554.13,FLT3LG,chr19,+,"6,3,2,3,0,1,9","6,4,12,10,3,11,8","0,0,3,0,0,0,0,2,1,5","7,3,18,3,7,6,12,6,5,23",116,99,5.40E-06,0.000792097,"0.46,0.39,0.125,0.204,0.0,0.072,0.49","0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.221,0.146,0.156",0.184
A3_ss,13541,ENSG00000103168.17,TAF1C,chr16,-,"74,77,104,131,79,137,187","6,7,11,11,1,7,12","187,34,74,69,134,74,106,159,57,65","15,12,39,2,9,17,52,55,2,15",170,99,6.28E-06,0.000904387,"0.878,0.865,0.846,0.874,0.979,0.919,0.901","0.879,0.623,0.525,0.953,0.897,0.717,0.543,0.627,0.943,0.716",0.152
A3_ss,15750,ENSG00000167674.15,HDGFL2,chr19,+,"33,45,48,73,46,47,56","45,19,34,42,20,58,58","33,35,34,38,54,24,55,48,25,47","57,17,65,32,70,45,48,73,42,89",1138,99,6.25E-06,0.000904387,"0.06,0.171,0.109,0.131,0.167,0.066,0.077","0.048,0.152,0.044,0.094,0.063,0.044,0.091,0.054,0.049,0.044",0.043
A3_ss,12957,ENSG00000186998.16,EMID1,chr22,+,"1,2,2,2,0,2,5","1,3,5,2,2,9,3","0,1,2,0,0,0,0,0,0,2","6,1,20,2,1,1,3,5,2,3",167,99,6.60E-06,0.000940709,"0.372,0.283,0.192,0.372,0.0,0.116,0.497","0.0,0.372,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.283",0.191
A3_ss,1557,ENSG00000076944.18,STXBP2,chr19,+,"5,21,32,36,5,4,20","46,44,93,127,14,68,59","4,4,7,5,4,7,5,7,1,10","30,16,49,21,76,33,66,90,23,41",176,99,6.76E-06,0.000949843,"0.058,0.212,0.162,0.138,0.167,0.032,0.16","0.07,0.123,0.074,0.118,0.029,0.107,0.041,0.042,0.024,0.121",0.058
A3_ss,1811,ENSG00000173581.8,CCDC106,chr19,+,"25,41,49,83,39,49,85","2,0,0,5,0,2,5","46,35,31,41,61,37,40,96,56,53","3,4,8,6,9,7,9,5,4,5",287,99,6.79E-06,0.000949843,"0.812,1.0,1.0,0.851,1.0,0.894,0.854","0.841,0.751,0.572,0.702,0.7,0.646,0.605,0.869,0.828,0.785",0.186
A3_ss,2105,ENSG00000264672.7,SEPTIN4-AS1,chr17,+,"4,3,6,13,6,4,10","0,1,2,0,2,4,3","3,1,10,6,5,2,9,17,5,4","0,0,2,0,0,0,0,3,0,1",203,99,6.90E-06,0.000949843,"1.0,0.594,0.594,1.0,0.594,0.328,0.619","1.0,1.0,0.709,1.0,1.0,1.0,1.0,0.734,1.0,0.661",-0.235
A3_ss,5156,ENSG00000205352.11,PRR13,chr12,+,"74,54,45,122,62,62,181","3,3,2,11,1,1,8","215,43,58,79,68,50,47,125,66,47","6,0,1,2,0,0,0,1,1,2",195,99,6.92E-06,0.000949843,"0.926,0.901,0.92,0.849,0.969,0.969,0.92","0.948,1.0,0.967,0.953,1.0,1.0,1.0,0.984,0.971,0.923",-0.053
A3_ss,18879,ENSG00000204525.18,HLA-C,chr6,-,"8,14,26,12,7,30,162","128,279,555,113,546,000,000,000","13,14,27,11,30,14,37,20,16,23","729,722,118,868,910,000,000,000,000,000,000,000",117,99,6.99E-06,0.000950852,"0.005,0.015,0.038,0.007,0.009,0.025,0.07","0.015,0.016,0.019,0.013,0.024,0.01,0.024,0.008,0.02,0.015",0.008
A3_ss,11397,ENSG00000291091.2,ENSG00000291091,chr3,-,"3,6,19,16,5,11,3","0,0,0,0,5,10,3","7,4,10,3,21,9,16,23,5,16","0,0,0,0,0,0,0,0,0,0",109,99,7.77E-06,0.001047459,"1.0,1.0,1.0,1.0,0.476,0.5,0.476","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0",-0.221
A3_ss,6995,ENSG00000161526.15,SAP30BP,chr17,+,"175,90,130,208,140,157,191","162,129,128,226,104,000,000","249,78,172,169,264,188,217,316,108,113","156,98,136,104,190,120,134,181,82,135",496,99,7.88E-06,0.001052693,"0.177,0.122,0.169,0.155,0.212,0.198,0.119","0.242,0.137,0.202,0.245,0.217,0.238,0.244,0.258,0.208,0.143",-0.049
A3_ss,5053,ENSG00000166987.15,MBD6,chr12,+,"9,13,7,15,6,10,14","62,50,150,164,55,195,105","7,2,6,7,4,9,5,21,9,3","186,48,222,90,244,83,232,252,87,250",189,99,9.30E-06,0.001231896,"0.071,0.12,0.024,0.046,0.054,0.026,0.065","0.019,0.021,0.014,0.039,0.009,0.054,0.011,0.042,0.051,0.006",0.031
A3_ss,4763,ENSG00000067842.19,ATP2B3,chrX,+,"47,51,54,100,64,68,66","325,155,217,285,234,000,000","77,34,26,32,63,40,66,85,48,91","402,156,261,268,532,000,000,000,000,000",135,99,9.47E-06,0.001244139,"0.096,0.194,0.154,0.205,0.167,0.104,0.141","0.123,0.138,0.068,0.081,0.08,0.131,0.116,0.122,0.099,0.098",0.046
A3_ss,23107,ENSG00000148180.22,GSN,chr9,+,"59,63,99,190,38,53,209","272,343,697,717,197,000,000","125,28,36,19,36,20,39,78,46,90","595,167,523,79,375,131,400,354,352,1170",138,99,1.01E-05,0.001317636,"0.135,0.116,0.092,0.16,0.122,0.056,0.15","0.131,0.107,0.047,0.147,0.064,0.099,0.065,0.136,0.086,0.052",0.025
A3_ss,19690,ENSG00000180902.18,D2HGDH,chr2,+,"216,280,201,484,211,000,000","26,10,23,23,20,23,29","313,208,205,215,232,000,000,000,000,000","32,29,38,23,65,45,59,63,24,63",903,99,1.03E-05,0.001333921,"0.477,0.754,0.489,0.698,0.536,0.484,0.652","0.517,0.44,0.372,0.506,0.281,0.368,0.299,0.457,0.477,0.237",0.189
A3_ss,21147,ENSG00000102901.13,CENPT,chr16,-,"8,4,2,7,3,4,2","0,1,3,2,3,2,1","3,1,3,2,5,6,3,13,1,8","0,0,0,0,0,2,1,2,0,0",103,99,1.17E-05,0.001500983,"1.0,0.794,0.391,0.771,0.49,0.658,0.658","1.0,1.0,1.0,1.0,1.0,0.742,0.742,0.862,1.0,1.0",-0.254
A3_ss,5652,ENSG00000304309.1,ENSG00000304309,chr12,-,"0,3,15,7,1,12,3","1,1,1,0,0,2,0","5,3,2,3,3,1,5,4,1,11","1,1,1,0,1,3,5,3,1,4",112,99,1.23E-05,0.001561923,"0.0,0.726,0.93,1.0,1.0,0.841,1.0","0.815,0.726,0.639,1.0,0.726,0.228,0.469,0.541,0.469,0.709",0.153
A3_ss,8381,ENSG00000140545.16,MFGE8,chr15,-,"71,137,224,348,89,96,168","139,250,489,450,136,000,000","221,60,95,58,84,67,103,132,94,93","286,147,364,109,296,000,000,000,000,000",595,99,1.28E-05,0.001606525,"0.078,0.084,0.071,0.114,0.098,0.042,0.089","0.114,0.064,0.042,0.081,0.045,0.083,0.05,0.074,0.072,0.026",0.017
A3_ss,15548,ENSG00000121716.21,PILRB,chr7,+,"103,168,181,306,156,000,000","168,269,498,468,171,000,000","139,86,139,98,146,117,139,194,74,79","440,136,305,159,445,000,000,000,000,000",455,99,1.31E-05,0.001623877,"0.118,0.12,0.073,0.125,0.166,0.082,0.126","0.064,0.121,0.09,0.118,0.067,0.13,0.065,0.095,0.113,0.046",0.025
A3_ss,21905,ENSG00000160401.15,CFAP157,chr9,+,"411,401,316,628,369,000,000","40,28,23,39,20,43,53","3,762,782,413,533,800,000,000,000,000,000","31,29,89,42,94,49,103,110,44,71",203,99,1.31E-05,0.001623877,"0.834,0.875,0.87,0.887,0.9,0.776,0.835","0.855,0.824,0.569,0.804,0.663,0.872,0.735,0.828,0.793,0.673",0.092
A3_ss,13961,ENSG00000213918.11,DNASE1,chr16,+,"55,67,91,125,53,80,107","0,0,0,0,1,3,0","89,43,57,46,92,84,117,134,38,85","2,2,3,2,0,3,2,5,1,5",287,99,1.36E-05,0.001674216,"1.0,1.0,1.0,1.0,0.948,0.902,1.0","0.939,0.881,0.868,0.888,1.0,0.906,0.953,0.902,0.929,0.854",0.067
A3_ss,6493,ENSG00000046604.15,DSG2,chr18,+,"5,7,5,5,3,6,8","99,36,69,77,79,299,93","4,1,1,4,1,1,1,1,5,0","45,60,152,48,146,59,137,116,47,181",124,99,1.41E-05,0.00171061,"0.039,0.134,0.055,0.049,0.029,0.016,0.064","0.066,0.013,0.005,0.062,0.005,0.013,0.006,0.007,0.078,0.0",0.03
A3_ss,1021,ENSG00000167757.14,KLK11,chr19,-,"42,22,30,42,21,37,29","125,43,150,195,93,416,310","50,4,7,11,30,20,35,50,4,6","217,19,97,100,394,122,419,399,52,220",170,99,1.44E-05,0.001732135,"0.164,0.23,0.104,0.111,0.116,0.049,0.052","0.118,0.109,0.04,0.06,0.042,0.087,0.046,0.068,0.043,0.016",0.055
A3_ss,5596,ENSG00000249695.6,ENSG00000249695,chr12,-,"114,37,37,56,46,55,69","2,0,1,0,0,2,0","109,89,91,111,169,84,85,144,26,40","0,0,3,2,7,0,4,1,1,0",1259,99,1.45E-05,0.001732135,"0.818,1.0,0.744,1.0,1.0,0.684,1.0","1.0,1.0,0.705,0.814,0.655,1.0,0.626,0.919,0.672,1.0",0.053
A3_ss,6007,ENSG00000175575.13,PAAF1,chr11,+,"3,7,3,8,4,5,11","2,1,2,0,0,2,5","6,5,4,9,5,12,1,14,5,8","0,0,0,1,0,1,2,0,1,1",210,99,1.46E-05,0.001732135,"0.414,0.767,0.414,1.0,1.0,0.541,0.509","1.0,1.0,1.0,0.809,1.0,0.85,0.191,1.0,0.702,0.79",-0.171
A3_ss,18243,ENSG00000144354.15,CDCA7,chr2,+,"51,16,9,38,26,78,20","0,0,1,8,0,8,0","13,26,42,46,80,50,67,70,36,56","0,0,0,0,1,1,2,2,0,0",187,99,1.58E-05,0.00184993,"1.0,1.0,0.827,0.715,1.0,0.838,1.0","1.0,1.0,1.0,1.0,0.977,0.964,0.947,0.949,1.0,1.0",-0.072
A3_ss,20030,ENSG00000242802.9,AP5Z1,chr7,+,"11,19,24,25,13,13,11","44,25,31,58,26,57,45","9,13,5,7,6,7,15,11,7,18","44,28,48,37,72,37,59,103,42,76",137,99,1.58E-05,0.00184993,"0.153,0.355,0.359,0.238,0.265,0.141,0.15","0.129,0.251,0.07,0.12,0.057,0.12,0.155,0.072,0.107,0.146",0.115
A3_ss,10215,ENSG00000143156.14,NME7,chr1,-,"15,23,25,28,44,51,24","4,0,2,3,0,0,1","38,29,57,35,70,23,30,33,37,77","8,2,7,5,10,4,1,11,3,8",130,99,1.88E-05,0.002177684,"0.741,1.0,0.905,0.877,1.0,1.0,0.948","0.783,0.917,0.861,0.842,0.842,0.814,0.958,0.696,0.904,0.88",0.075
A3_ss,16395,ENSG00000109654.16,TRIM2,chr4,+,"41,8,10,18,7,9,52","3,2,3,5,0,0,16","15,6,11,6,12,6,3,6,3,5","4,0,2,0,0,1,1,0,0,1",102,99,2.05E-05,0.002359018,"0.93,0.795,0.764,0.777,1.0,1.0,0.759","0.784,1.0,0.842,1.0,1.0,0.853,0.744,1.0,1.0,0.829",-0.044
A3_ss,14663,ENSG00000169247.14,SH3TC2,chr5,-,"34,8,13,18,1,4,92","4,0,4,7,0,2,12","3,12,11,5,6,3,1,1,2,10","0,0,2,0,0,0,6,0,0,0",1056,99,2.09E-05,0.00238786,"0.443,1.0,0.234,0.194,1.0,0.158,0.418","1.0,1.0,0.34,1.0,1.0,1.0,0.015,1.0,1.0,1.0",-0.343
A3_ss,11106,ENSG00000116337.20,AMPD2,chr1,+,"355,526,441,697,424,000,000","9,4,3,5,0,1,5","404,281,260,365,411,000,000,000,000,000","2,0,2,0,0,1,3,0,0,1",565,99,2.21E-05,0.00250826,"0.874,0.958,0.963,0.961,1.0,0.988,0.926","0.973,1.0,0.958,1.0,1.0,0.986,0.963,1.0,1.0,0.984",-0.034
A3_ss,21505,ENSG00000197291.10,RAMP2-AS1,chr17,-,"40,28,31,30,37,68,96","23,23,61,72,23,42,36","99,60,83,88,100,60,49,71,43,59","102,22,33,18,37,20,42,20,10,19",537,99,2.43E-05,0.002733863,"0.243,0.183,0.086,0.071,0.229,0.23,0.33","0.152,0.335,0.317,0.474,0.333,0.356,0.177,0.396,0.442,0.364",-0.139
A3_ss,11265,ENSG00000105223.21,PLD3,chr19,+,"28,40,42,79,18,20,34","150,127,151,261,86,197,206","46,7,25,17,28,14,32,26,17,31","193,71,141,116,229,150,238,297,112,240",134,99,2.49E-05,0.002781218,"0.121,0.189,0.17,0.183,0.134,0.07,0.109","0.15,0.068,0.116,0.098,0.083,0.065,0.09,0.061,0.101,0.087",0.048
A3_ss,13029,ENSG00000156042.19,CFAP70,chr10,-,"97,100,93,145,136,178,128","0,1,1,1,2,1,1","139,136,147,153,180,000,000,000,000,000","3,2,5,1,2,1,9,5,3,9",229,99,2.54E-05,0.002811092,"1.0,0.977,0.976,0.984,0.967,0.987,0.982","0.952,0.967,0.927,0.985,0.975,0.985,0.907,0.953,0.945,0.891",0.033
A3_ss,3478,ENSG00000102103.18,PQBP1,chrX,+,"19,9,12,15,9,14,2","95,54,81,127,81,140,193","28,13,9,14,35,20,16,49,12,20","109,64,101,70,139,75,180,239,60,105",510,99,2.63E-05,0.002899844,"0.037,0.031,0.028,0.022,0.021,0.019,0.002","0.047,0.038,0.017,0.037,0.047,0.049,0.017,0.038,0.037,0.036",-0.013
A3_ss,5772,ENSG00000235718.9,MFRP,chr11,-,"260,326,349,509,290,000,000","67,70,157,156,95,243,148","459,186,249,312,487,000,000,000,000,000","243,94,273,164,428,166,331,413,132,328",256,99,2.65E-05,0.002899844,"0.6,0.643,0.462,0.558,0.541,0.371,0.442","0.422,0.433,0.261,0.424,0.306,0.473,0.331,0.371,0.457,0.316",0.137
A3_ss,11847,ENSG00000291129.2,PPIEL,chr1,-,"2,4,4,10,2,4,4","6,2,7,3,0,2,5","5,2,6,6,6,2,11,8,2,5","0,0,1,1,4,0,1,3,0,1",139,99,2.71E-05,0.002939746,"0.192,0.588,0.289,0.704,1.0,0.588,0.363","1.0,1.0,0.81,0.81,0.517,1.0,0.887,0.655,1.0,0.781",-0.314
A3_ss,21323,ENSG00000172638.13,EFEMP2,chr11,-,"10,14,21,39,9,17,28","62,64,130,163,69,175,188","16,6,9,7,11,9,10,21,8,11","97,62,143,62,191,70,160,165,79,172",145,99,2.82E-05,0.003039545,"0.099,0.13,0.099,0.14,0.082,0.062,0.092","0.101,0.062,0.041,0.072,0.038,0.081,0.041,0.08,0.065,0.042",0.038
A3_ss,2517,ENSG00000099622.14,CIRBP,chr19,+,"3,14,18,8,15,44,6","4,681,672,183,174,250,000,000","5,20,41,25,74,13,46,9,26,71","527,318,486,548,937,000,000,000,000,000",118,99,2.90E-05,0.003104018,"0.005,0.066,0.065,0.021,0.029,0.05,0.005","0.008,0.05,0.066,0.037,0.062,0.03,0.064,0.01,0.04,0.06",-0.008
A3_ss,15395,ENSG00000110074.12,FOXRED1,chr11,+,"2,4,4,9,0,1,7","57,14,40,40,46,91,73","1,1,0,1,2,2,1,3,1,5","84,29,92,35,113,54,110,124,32,72",119,99,3.21E-05,0.003390171,"0.028,0.192,0.077,0.158,0.0,0.009,0.074","0.01,0.028,0.0,0.023,0.015,0.03,0.008,0.02,0.025,0.055",0.055
A3_ss,16433,ENSG00000123349.15,PFDN5,chr12,+,"125,196,136,220,193,000,000","0,0,5,0,3,6,7","155,132,158,219,243,000,000,000,000,000","0,0,0,2,3,1,1,3,1,1",1519,99,3.22E-05,0.003390171,"1.0,1.0,0.639,1.0,0.807,0.655,0.675","1.0,1.0,1.0,0.877,0.841,0.955,0.948,0.923,0.874,0.923",-0.109
A3_ss,18857,ENSG00000290574.3,ENSG00000290574,chr6,+,"5,9,5,27,9,9,2","0,2,1,7,7,2,3","11,4,2,9,5,5,4,14,5,3","0,0,0,8,0,2,0,1,0,0",206,99,3.28E-05,0.003428684,"1.0,0.684,0.706,0.65,0.382,0.684,0.243","1.0,1.0,1.0,0.351,1.0,0.546,1.0,0.871,1.0,1.0",-0.256
