,ID,GeneID,geneSymbol,chr,strand,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference
A5_ss,12085,ENSG00000112983.18,BRD8,chr5,-,"5,2,6,9,0,1,11","39,27,93,67,26,79,45","11,0,0,0,1,0,1,4,0,1","65,12,89,29,96,37,111,102,25,99",104,99,1.45E-06,0.000207647,"0.109,0.066,0.058,0.113,0.0,0.012,0.189","0.139,0.0,0.0,0.0,0.01,0.0,0.009,0.036,0.0,0.01",0.058
A5_ss,891,ENSG00000182093.16,GET1,chr21,+,"45,91,73,90,60,99,102","390,157,219,220,236,000,000","41,80,86,69,100,85,78,103,67,88","315,246,566,278,706,000,000,000,000,000",712,99,1.51E-06,0.000212526,"0.016,0.075,0.044,0.054,0.034,0.024,0.036","0.018,0.043,0.021,0.033,0.019,0.035,0.017,0.021,0.042,0.019",0.014
A5_ss,4216,ENSG00000207751.5,ENSG00000207751,chr22,+,"7,6,8,12,4,2,8","3,1,2,1,0,4,2","1,2,2,1,3,4,4,4,1,2","0,0,0,0,0,1,0,1,0,1",145,99,1.61E-06,0.000224148,"0.614,0.804,0.732,0.891,1.0,0.254,0.732","1.0,1.0,1.0,1.0,1.0,0.732,1.0,0.732,1.0,0.577",-0.186
A5_ss,295,ENSG00000130119.17,GNL3L,chrX,+,"2,24,38,41,17,23,29","37,59,81,81,38,80,68","8,10,21,19,21,11,12,18,10,14","56,38,70,49,87,48,96,116,47,103",498,99,1.64E-06,0.000224792,"0.011,0.075,0.085,0.091,0.082,0.054,0.078","0.028,0.05,0.056,0.072,0.046,0.044,0.024,0.03,0.041,0.026",0.026
A5_ss,10518,ENSG00000272752.7,STAG3L5P-PVRIG2P-PILRB,chr7,+,"65,011,621,090,182,600,000,000,000","18,8,17,19,17,29,23","1,263,547,753,615,830,000,000,000,000,000","18,10,27,18,50,22,36,20,21,23",628,99,1.71E-06,0.000232004,"0.851,0.958,0.91,0.938,0.874,0.848,0.879","0.917,0.896,0.815,0.843,0.726,0.807,0.74,0.883,0.798,0.823",0.069
A5_ss,12334,ENSG00000181163.14,NPM1,chr5,+,"44,39,29,66,28,47,51","319,226,552,524,374,000,000","43,28,52,27,43,35,41,42,26,45","414,382,100,343,410,000,000,000,000,000,000",284,99,1.77E-06,0.000236241,"0.046,0.057,0.018,0.042,0.025,0.017,0.03","0.035,0.025,0.018,0.021,0.014,0.025,0.013,0.018,0.024,0.017",0.013
A5_ss,1843,ENSG00000290927.2,ENSG00000290927,chr16,+,"8,15,12,11,11,9,9","3,0,2,1,2,2,3","14,6,6,13,9,8,9,18,6,8","0,1,1,0,1,1,1,0,0,1",226,99,1.93E-06,0.000254658,"0.539,1.0,0.724,0.828,0.707,0.663,0.568","1.0,0.724,0.724,1.0,0.798,0.778,0.798,1.0,1.0,0.778",-0.142
A5_ss,7345,ENSG00000084636.18,COL16A1,chr1,-,"0,5,8,4,3,3,11","30,64,71,96,40,68,202","6,4,16,2,10,18,24,17,10,19","97,42,73,30,63,61,127,158,90,155",178,99,1.98E-06,0.000257915,"0.0,0.042,0.059,0.023,0.04,0.024,0.029","0.033,0.05,0.109,0.036,0.081,0.141,0.095,0.056,0.058,0.064",-0.041
A5_ss,3626,ENSG00000111181.13,SLC6A12,chr12,-,"12,51,35,90,7,11,52","0,0,0,0,1,3,0","56,83,109,12,6,4,3,6,13,21","1,10,13,0,0,0,0,0,0,0",217,99,2.05E-06,0.000263882,"1.0,1.0,1.0,1.0,0.762,0.626,1.0","0.962,0.791,0.793,1.0,1.0,1.0,1.0,1.0,1.0,1.0",-0.042
A5_ss,7394,ENSG00000249669.13,CARMN,chr5,+,"15,61,68,117,86,103,132","0,0,0,0,1,1,0","81,163,215,95,95,36,27,55,124,164","0,2,3,0,0,2,10,3,0,6",429,99,2.17E-06,0.000274998,"1.0,1.0,1.0,1.0,0.952,0.96,1.0","1.0,0.95,0.943,1.0,1.0,0.806,0.384,0.809,1.0,0.863",0.112
A5_ss,15254,ENSG00000049883.15,PTCD2,chr5,+,"10,25,11,49,20,23,20","31,17,62,55,25,71,34","30,6,6,9,18,8,19,18,4,4","90,14,94,11,50,17,58,61,14,56",769,99,2.55E-06,0.00031976,"0.04,0.159,0.022,0.103,0.093,0.04,0.07","0.041,0.052,0.008,0.095,0.044,0.057,0.04,0.037,0.035,0.009",0.033
A5_ss,1172,ENSG00000185624.16,P4HB,chr17,-,"93,159,154,284,52,78,107","432,253,518,573,222,000,000","122,55,57,46,78,103,147,157,42,88","739,168,447,199,555,000,000,000,000,000",541,99,2.80E-06,0.000340757,"0.038,0.103,0.052,0.083,0.041,0.025,0.032","0.029,0.057,0.023,0.041,0.025,0.064,0.038,0.045,0.033,0.029",0.015
A5_ss,1180,ENSG00000167280.17,ENGASE,chr17,+,"2,036,236,151,217,350,000,000","14,14,25,28,9,18,32","112,258,309,236,316,000,000,000,000,000","96,9,17,13,28,22,39,49,12,46",913,99,2.82E-06,0.000340757,"0.611,0.828,0.727,0.825,0.809,0.718,0.71","0.112,0.757,0.663,0.663,0.55,0.61,0.481,0.559,0.649,0.375",0.205
A5_ss,7160,ENSG00000103995.14,CEP152,chr15,-,"1,6,6,2,1,5,3","0,3,5,5,0,4,0","4,3,5,1,2,1,1,4,2,2","3,0,0,1,1,0,1,0,1,0",129,99,2.81E-06,0.000340757,"1.0,0.606,0.479,0.235,1.0,0.49,1.0","0.506,1.0,1.0,0.434,0.606,1.0,0.434,1.0,0.606,1.0",-0.071
A5_ss,4236,ENSG00000110427.17,KIAA1549L,chr11,+,"20,46,54,102,78,110,155","0,0,0,0,0,0,2","31,89,79,88,75,74,72,125,40,60","0,1,1,1,2,1,2,0,1,6",2289,99,2.92E-06,0.000348653,"1.0,1.0,1.0,1.0,1.0,1.0,0.77","1.0,0.794,0.774,0.792,0.619,0.762,0.609,1.0,0.634,0.302",0.239
A5_ss,2414,ENSG00000075413.19,MARK3,chr14,+,"3,6,8,6,3,2,4","1,0,3,0,1,0,0","2,2,1,5,3,2,6,5,3,1","0,0,3,1,5,1,0,4,2,2",115,99,3.22E-06,0.000379449,"0.721,1.0,0.697,1.0,0.721,1.0,1.0","1.0,1.0,0.223,0.811,0.341,0.633,1.0,0.518,0.564,0.301",0.238
A5_ss,13097,ENSG00000169660.17,HEXD,chr17,+,"60,911,159,531,818,500,000,000","10,3,16,3,7,34,17","9,912,853,123,763,930,000,000,000,000,000","5,8,25,11,25,15,36,17,10,25",720,99,3.44E-06,0.000401036,"0.893,0.981,0.891,0.988,0.914,0.732,0.876","0.965,0.83,0.632,0.825,0.684,0.838,0.701,0.892,0.847,0.73",0.102
A5_ss,4460,ENSG00000166145.15,SPINT1,chr15,+,"2,4,1,9,1,3,7","0,0,0,0,1,0,0","18,8,5,4,4,6,5,14,2,5","2,0,2,2,3,0,4,3,0,1",147,99,4.31E-06,0.000497126,"1.0,1.0,1.0,1.0,0.402,1.0,1.0","0.858,1.0,0.627,0.574,0.473,1.0,0.457,0.759,1.0,0.771",0.163
A5_ss,3757,ENSG00000167257.11,RNF214,chr11,+,"181,188,199,364,209,000,000","1,1,2,1,4,7,1","284,174,239,147,212,000,000,000,000,000","11,7,4,3,13,2,10,6,1,12",564,99,4.48E-06,0.000511124,"0.969,0.971,0.946,0.985,0.902,0.872,0.978","0.819,0.814,0.913,0.896,0.741,0.949,0.814,0.9,0.972,0.805",0.084
A5_ss,8272,ENSG00000160710.19,ADAR,chr1,-,"309,395,549,983,239,000,000","15,31,52,75,23,48,63","426,227,489,249,515,000,000,000,000,000","58,15,67,38,73,37,87,88,24,66",177,99,4.75E-06,0.00053514,"0.92,0.877,0.855,0.88,0.853,0.855,0.836","0.804,0.894,0.803,0.786,0.798,0.829,0.778,0.822,0.841,0.802",0.052
A5_ss,3715,ENSG00000160703.17,NLRX1,chr11,+,"26,35,35,42,22,37,42","0,2,3,5,1,7,5","45,17,47,20,56,41,34,61,31,38","0,0,4,0,2,2,3,1,0,0",220,99,5.11E-06,0.00056395,"1.0,0.887,0.84,0.791,0.908,0.704,0.791","1.0,1.0,0.841,1.0,0.926,0.902,0.836,0.965,1.0,1.0",-0.101
A5_ss,13024,ENSG00000114861.24,FOXP1,chr3,-,"36,113,74,144,67,50,84","30,48,68,61,42,74,85","100,79,95,26,46,39,28,62,91,100","106,59,119,49,97,37,57,65,89,161",643,99,5.08E-06,0.00056395,"0.156,0.266,0.144,0.267,0.197,0.094,0.132","0.127,0.171,0.109,0.076,0.068,0.14,0.07,0.128,0.136,0.087",0.068
A5_ss,187,ENSG00000079974.19,RABL2B,chr22,-,"2,14,11,17,2,6,10","20,11,19,37,8,22,17","2,0,0,4,4,3,1,4,5,7","37,10,21,16,30,9,22,24,18,33",129,99,5.26E-06,0.000574274,"0.071,0.494,0.308,0.261,0.161,0.173,0.311","0.04,0.0,0.0,0.161,0.093,0.204,0.034,0.113,0.176,0.14",0.158
A5_ss,10489,ENSG00000162910.19,MRPL55,chr1,-,"121,138,163,236,116,000,000","17,10,9,10,14,45,41","165,78,114,90,113,95,95,160,96,130","19,24,40,22,63,29,59,37,26,50",617,99,5.75E-06,0.000620584,"0.533,0.689,0.744,0.791,0.571,0.409,0.401","0.582,0.343,0.314,0.396,0.223,0.345,0.205,0.41,0.372,0.294",0.243
A5_ss,12159,ENSG00000197279.5,ZNF165,chr6,+,"9,6,6,2,4,1,8","2,0,0,0,1,1,0","9,5,4,8,15,7,7,11,6,4","1,2,3,1,2,1,3,8,4,3",659,99,6.46E-06,0.000689674,"0.403,1.0,1.0,1.0,0.375,0.131,1.0","0.575,0.273,0.167,0.546,0.53,0.513,0.26,0.171,0.184,0.167",0.363
A5_ss,10519,ENSG00000121716.21,PILRB,chr7,+,"21,46,50,81,42,50,39","64,88,153,180,71,152,115","35,29,54,26,56,18,27,32,15,25","313,44,84,60,132,110,282,266,101,259",154,99,6.91E-06,0.000730428,"0.174,0.252,0.174,0.224,0.276,0.175,0.179","0.067,0.298,0.292,0.218,0.214,0.095,0.058,0.072,0.087,0.058",0.062
A5_ss,10195,ENSG00000158864.13,NDUFS2,chr1,+,"36,84,92,174,52,62,94","147,36,87,94,78,226,297","26,18,30,25,39,46,37,55,42,47","76,62,201,74,228,82,240,180,80,252",210,99,7.17E-06,0.000750442,"0.104,0.524,0.333,0.466,0.239,0.115,0.13","0.139,0.12,0.066,0.137,0.075,0.209,0.068,0.126,0.198,0.081",0.151
A5_ss,2768,ENSG00000297451.1,ENSG00000297451,chr13,+,"1,10,5,12,7,7,10","0,0,1,0,1,1,0","11,2,4,3,7,15,13,11,9,5","0,1,2,0,5,1,0,2,1,3",360,99,7.35E-06,0.00075313,"1.0,1.0,0.579,1.0,0.658,0.658,1.0","1.0,0.355,0.355,1.0,0.278,0.805,1.0,0.602,0.712,0.314",0.2
A5_ss,14693,ENSG00000077782.23,FGFR1,chr8,-,"75,126,164,231,73,97,118","84,73,166,164,56,194,137","164,80,106,53,88,81,116,181,84,113","139,93,233,102,278,96,243,215,120,330",291,99,7.32E-06,0.00075313,"0.233,0.37,0.252,0.324,0.307,0.145,0.227","0.286,0.226,0.134,0.15,0.097,0.223,0.14,0.223,0.192,0.104",0.088
A5_ss,12060,ENSG00000081059.20,TCF7,chr5,+,"9,9,4,24,9,10,11","89,30,25,54,65,68,96","24,1,0,3,0,11,0,10,7,3","174,41,64,55,90,47,47,97,49,81",172,99,9.27E-06,0.000940315,"0.055,0.147,0.084,0.204,0.074,0.078,0.062","0.074,0.014,0.0,0.03,0.0,0.119,0.0,0.056,0.076,0.021",0.062
A5_ss,13316,ENSG00000112306.8,RPS12,chr6,+,"64,123,116,179,77,101,189","418,571,992,116,067,000,000,000","129,62,140,69,101,84,100,111,80,92","82,363,314,546,371,500,000,000,000,000,000,000",235,99,1.06E-05,0.001061153,"0.061,0.083,0.047,0.061,0.046,0.03,0.046","0.062,0.04,0.039,0.044,0.026,0.047,0.03,0.031,0.052,0.026",0.014
A5_ss,1584,ENSG00000108963.19,DPH1,chr17,+,"130,80,120,215,53,133,177","3,3,3,6,2,9,13","152,43,72,57,99,72,146,212,79,129","8,6,8,6,13,8,4,29,6,15",132,99,1.15E-05,0.001145535,"0.97,0.952,0.968,0.964,0.952,0.917,0.911","0.934,0.843,0.871,0.877,0.851,0.871,0.965,0.846,0.908,0.866",0.065
A5_ss,1171,ENSG00000185624.16,P4HB,chr17,-,"110,186,175,327,65,87,130","432,253,518,573,222,000,000","141,69,74,57,95,117,177,187,58,99","739,168,447,199,555,000,000,000,000,000",615,99,1.41E-05,0.001391994,"0.039,0.106,0.052,0.084,0.045,0.025,0.034","0.03,0.062,0.026,0.044,0.027,0.064,0.041,0.047,0.04,0.029",0.014
A5_ss,15599,ENSG00000099956.20,SMARCB1,chr22,+,"25,13,24,36,15,13,26","67,33,66,86,60,122,151","18,9,9,12,18,14,9,20,10,20","79,39,87,55,161,56,141,141,76,154",153,99,1.48E-05,0.001441637,"0.194,0.203,0.19,0.213,0.139,0.065,0.1","0.128,0.13,0.063,0.124,0.067,0.139,0.04,0.084,0.078,0.078",0.065
A5_ss,11134,ENSG00000291106.2,SNHG33,chr3,+,"11,26,25,28,22,24,36","0,1,0,1,1,2,0","23,20,27,21,50,16,13,23,35,46","0,0,1,0,2,1,8,8,1,2",260,99,1.66E-05,0.001606489,"1.0,0.908,1.0,0.914,0.893,0.82,1.0","1.0,1.0,0.911,1.0,0.905,0.859,0.382,0.523,0.93,0.898",0.093
A5_ss,14797,ENSG00000242086.9,MUC20-OT1,chr3,+,"176,167,214,326,135,000,000","2,10,9,2,4,10,9","416,83,141,69,87,205,245,348,120,211","46,1,9,4,5,8,23,31,4,8",266,99,1.77E-05,0.001693396,"0.97,0.861,0.898,0.984,0.926,0.895,0.905","0.771,0.969,0.854,0.865,0.866,0.905,0.799,0.807,0.918,0.908",0.054
A5_ss,2714,ENSG00000165801.10,ARHGEF40,chr14,+,"51,115,84,197,63,82,193","4,6,13,13,6,8,39","113,67,99,65,73,88,96,192,77,71","9,5,4,1,3,1,5,3,3,5",457,99,2.05E-05,0.001946011,"0.734,0.806,0.583,0.767,0.695,0.689,0.517","0.731,0.744,0.843,0.934,0.841,0.95,0.806,0.933,0.848,0.755",-0.154
A5_ss,2267,ENSG00000178980.16,SELENOW,chr19,+,"56,55,69,111,41,46,102","16,706,899,241,695,100,000,000,000","84,33,43,33,66,40,63,97,19,33","2,428,794,160,410,000,000,000,000,000,000,000,000",182,99,2.12E-05,0.00199173,"0.018,0.042,0.039,0.034,0.022,0.013,0.021","0.018,0.022,0.014,0.018,0.018,0.022,0.02,0.02,0.012,0.012",0.009
A5_ss,14125,ENSG00000111906.18,HDDC2,chr6,-,"10,24,17,27,16,19,29","152,72,155,199,134,343,312","25,41,28,34,62,34,37,46,39,38","170,127,273,174,414,000,000,000,000,000",360,99,2.37E-05,0.002202646,"0.018,0.084,0.029,0.036,0.032,0.015,0.025","0.039,0.082,0.027,0.051,0.04,0.064,0.033,0.042,0.078,0.033",-0.015
A5_ss,1131,ENSG00000132199.20,ENOSF1,chr18,-,"24,22,32,34,22,40,31","59,13,51,38,16,102,29","24,12,23,15,37,14,53,41,8,21","73,11,123,38,138,27,93,94,18,141",225,99,2.51E-05,0.002298774,"0.152,0.427,0.216,0.282,0.377,0.147,0.32","0.126,0.324,0.076,0.148,0.106,0.186,0.2,0.161,0.164,0.062",0.119
A5_ss,14801,ENSG00000242086.9,MUC20-OT1,chr3,+,"138,139,164,243,106,000,000","2,10,9,2,4,10,9","324,59,109,59,66,156,193,238,89,169","46,1,9,4,5,8,23,31,4,8",218,99,2.51E-05,0.002298774,"0.969,0.863,0.892,0.982,0.923,0.886,0.893","0.762,0.964,0.846,0.87,0.857,0.899,0.792,0.777,0.91,0.906",0.057
A5_ss,5182,ENSG00000114867.22,EIF4G1,chr3,+,"71,52,65,182,67,74,108","215,106,207,267,108,000,000","160,45,47,49,33,53,57,109,37,49","233,106,266,115,292,80,323,307,126,395",595,99,2.58E-05,0.002318186,"0.052,0.075,0.05,0.102,0.094,0.04,0.055","0.103,0.066,0.029,0.066,0.018,0.099,0.029,0.056,0.047,0.02",0.014
A5_ss,11531,ENSG00000185187.14,SIGIRR,chr11,-,"12,54,55,83,11,11,37","30,39,87,104,23,49,108","34,16,17,11,16,21,15,31,9,10","72,29,110,13,62,35,93,83,35,105",306,99,2.58E-05,0.002318186,"0.115,0.309,0.17,0.205,0.134,0.068,0.1","0.133,0.151,0.048,0.215,0.077,0.163,0.05,0.108,0.077,0.03",0.052
A5_ss,853,ENSG00000188039.17,NWD1,chr19,+,"5,931,314,130,818,930,000,000,000","101,145,279,796,165,000,000,000","1,648,537,768,646,940,000,000,000,000,000,000","1,781,464,117,074,520,000,000,000,000,000,000,000",528,99,2.66E-05,0.002364349,"0.099,0.353,0.235,0.27,0.201,0.123,0.137","0.148,0.178,0.11,0.14,0.08,0.18,0.106,0.128,0.167,0.103",0.069
A5_ss,8025,ENSG00000058056.10,USP13,chr3,+,"1,2,6,3,0,3,2","3,4,14,10,6,22,8","1,0,0,1,0,0,3,0,4,0","11,8,32,7,22,3,14,9,7,29",149,99,2.79E-05,0.00243845,"0.181,0.249,0.222,0.166,0.0,0.083,0.142","0.057,0.0,0.0,0.087,0.0,0.0,0.125,0.0,0.275,0.0",0.095
A5_ss,13768,ENSG00000122678.17,POLM,chr7,-,"103,96,142,149,94,150,182","0,1,2,0,1,6,1","134,72,85,83,129,153,140,224,76,110","0,0,6,4,7,4,5,6,2,9",366,99,2.77E-05,0.00243845,"1.0,0.963,0.951,1.0,0.962,0.871,0.98","1.0,1.0,0.793,0.849,0.833,0.912,0.883,0.91,0.911,0.768",0.075
A5_ss,871,ENSG00000011243.19,AKAP8L,chr19,-,"2,1,5,5,8,5,1","42,15,32,48,29,57,32","14,8,4,7,9,5,9,8,7,6","34,9,38,19,58,18,38,26,10,24",104,99,2.91E-05,0.002501406,"0.043,0.06,0.129,0.09,0.208,0.077,0.029","0.282,0.458,0.091,0.26,0.129,0.209,0.184,0.227,0.4,0.192",-0.152
A5_ss,5742,ENSG00000168028.15,RPSA,chr3,+,"6,6,6,7,9,5,0","372,200,427,445,334,000,000","24,0,5,14,23,9,14,13,7,17","556,311,611,297,627,000,000,000,000,000",134,99,2.90E-05,0.002501406,"0.012,0.022,0.01,0.011,0.02,0.005,0.0","0.031,0.0,0.006,0.034,0.026,0.027,0.023,0.02,0.014,0.017",-0.008
A5_ss,1170,ENSG00000185624.16,P4HB,chr17,-,"120,193,180,337,67,93,133","432,253,518,573,222,000,000","144,78,82,60,99,124,185,192,63,103","739,168,447,199,555,000,000,000,000,000",659,99,3.15E-05,0.002683236,"0.04,0.103,0.05,0.081,0.043,0.025,0.033","0.028,0.065,0.027,0.043,0.026,0.063,0.04,0.045,0.04,0.028",0.013
A5_ss,8087,ENSG00000047457.14,CP,chr3,-,"14,29,36,70,30,69,42","60,62,188,210,100,324,211","49,10,20,8,28,18,33,43,14,33","142,41,183,71,252,73,278,222,82,379",111,99,3.25E-05,0.002746911,"0.172,0.294,0.146,0.229,0.211,0.16,0.151","0.235,0.179,0.089,0.091,0.09,0.18,0.096,0.147,0.132,0.072",0.064
A5_ss,14803,ENSG00000242086.9,MUC20-OT1,chr3,+,"210,229,244,410,184,000,000","2,10,9,2,4,10,9","477,109,162,100,121,000,000,000,000,000","46,1,9,4,5,8,23,31,4,8",344,99,3.33E-05,0.002791152,"0.968,0.868,0.886,0.983,0.93,0.894,0.901","0.749,0.969,0.838,0.878,0.874,0.907,0.804,0.809,0.922,0.902",0.053
A5_ss,10695,ENSG00000146701.12,MDH2,chr7,+,"32,24,41,40,34,35,32","256,67,268,284,199,650,373","37,15,27,18,23,38,23,49,18,17","395,143,483,202,641,000,000,000,000,000",395,99,3.42E-05,0.002840575,"0.03,0.082,0.037,0.034,0.041,0.013,0.021","0.023,0.026,0.014,0.022,0.009,0.07,0.012,0.026,0.03,0.008",0.013
A5_ss,5761,ENSG00000172936.18,MYD88,chr3,+,"0,0,4,12,1,3,2","10,19,39,65,13,32,53","1,2,0,1,0,1,0,0,3,2","41,9,46,14,48,27,48,41,19,44",123,99,3.85E-05,0.003179902,"0.0,0.0,0.076,0.129,0.058,0.07,0.029","0.019,0.152,0.0,0.054,0.0,0.029,0.0,0.0,0.113,0.035",0.012
A5_ss,10805,ENSG00000182165.21,TP53TG1,chr7,-,"1,4,2,1,0,4,0","5,12,20,5,16,29,18","5,2,4,4,5,8,4,8,2,9","12,10,16,19,24,15,17,20,11,11",267,99,4.01E-05,0.003282584,"0.069,0.11,0.036,0.069,0.0,0.049,0.0","0.134,0.069,0.085,0.072,0.072,0.165,0.08,0.129,0.063,0.233",-0.063
A5_ss,9135,ENSG00000291233.2,ENSG00000291233,chr1,-,"0,0,1,1,5,0,1","2,4,5,7,0,2,1","2,2,2,2,2,0,1,1,3,0","11,0,0,0,0,1,3,3,0,1",103,99,4.05E-05,0.00328884,"0.0,0.0,0.161,0.121,1.0,0.0,0.49","0.149,1.0,1.0,1.0,1.0,0.0,0.243,0.243,1.0,0.0",-0.31
A5_ss,7708,ENSG00000033627.18,ATP6V0A1,chr17,+,"16,27,36,75,25,26,20","88,101,222,193,80,231,177","33,38,49,17,25,50,39,70,41,49","100,46,169,52,170,98,218,206,58,215",708,99,4.11E-05,0.003308333,"0.025,0.036,0.022,0.052,0.042,0.015,0.016","0.044,0.104,0.039,0.044,0.02,0.067,0.024,0.045,0.09,0.031",-0.021
A5_ss,5244,ENSG00000055950.17,MRPL43,chr10,-,"81,67,51,105,83,98,165","0,2,1,0,1,5,7","130,80,73,104,98,70,50,93,57,52","0,0,2,1,3,2,12,22,6,15",161,99,4.34E-05,0.003465957,"1.0,0.954,0.969,1.0,0.981,0.923,0.935","1.0,1.0,0.957,0.985,0.953,0.956,0.719,0.722,0.854,0.681",0.083
A5_ss,850,ENSG00000130475.16,FCHO1,chr19,+,"1,4,0,2,1,4,17","8,7,10,20,6,6,30","0,0,0,0,2,1,6,0,0,0","4,2,1,2,4,1,8,8,2,2",227,99,4.71E-05,0.003736293,"0.052,0.199,0.0,0.042,0.068,0.225,0.198","0.0,0.0,0.0,0.0,0.179,0.304,0.246,0.0,0.0,0.0",0.039
A5_ss,5469,ENSG00000290374.2,FAM86EP,chr4,-,"17,30,9,24,10,6,28","2,0,1,0,0,2,0","35,14,28,31,32,30,21,32,34,19","3,2,7,2,2,2,4,0,0,4",447,99,4.78E-05,0.003758566,"0.653,1.0,0.666,1.0,1.0,0.399,1.0","0.721,0.608,0.47,0.774,0.78,0.769,0.538,1.0,1.0,0.513",0.1
A5_ss,13454,ENSG00000078269.15,SYNJ2,chr6,+,"24,31,33,61,15,28,59","27,26,32,38,34,39,42","43,13,18,15,8,16,13,32,12,18","79,23,31,16,44,25,25,46,17,46",283,99,4.82E-05,0.003762658,"0.237,0.294,0.265,0.36,0.134,0.201,0.329","0.16,0.165,0.169,0.247,0.06,0.183,0.154,0.196,0.198,0.12",0.095
A5_ss,9416,ENSG00000136631.16,VPS45,chr1,+,"98,122,130,122,234,200,000","0,0,1,0,0,0,1","125,210,294,221,255,000,000,000,000,000","2,1,2,0,8,0,4,3,1,0",1018,99,4.96E-05,0.003842762,"1.0,1.0,0.927,1.0,1.0,1.0,0.955","0.859,0.953,0.935,1.0,0.756,1.0,0.808,0.866,0.947,1.0",0.071
A5_ss,1187,ENSG00000185339.10,TCN2,chr22,+,"96,125,119,228,130,200,000","1,0,2,0,1,2,4","265,106,182,110,138,87,90,140,144,215","3,4,2,4,6,2,4,3,6,4",180,99,5.24E-05,0.003998618,"0.981,1.0,0.97,1.0,0.986,0.982,0.981","0.98,0.936,0.98,0.938,0.927,0.96,0.925,0.963,0.93,0.967",0.035
A5_ss,6818,ENSG00000180104.16,EXOC3,chr5,+,"23,43,28,35,22,41,29","45,30,61,71,35,135,70","30,19,28,26,37,20,21,18,14,33","65,33,136,40,145,39,127,74,49,168",321,99,5.24E-05,0.003998618,"0.136,0.307,0.124,0.132,0.162,0.086,0.113","0.125,0.151,0.06,0.167,0.073,0.137,0.049,0.07,0.081,0.057",0.054
A5_ss,2351,ENSG00000198690.10,FAN1,chr15,+,"256,460,422,619,466,000,000","0,1,1,1,1,2,0","599,429,503,433,446,000,000,000,000,000","4,5,1,2,6,2,1,3,1,5",862,99,5.42E-05,0.004101865,"1.0,0.981,0.98,0.986,0.982,0.965,1.0","0.945,0.908,0.983,0.961,0.895,0.946,0.975,0.948,0.977,0.915",0.04
A5_ss,2212,ENSG00000067225.21,PKM,chr15,-,"80,86,49,110,97,78,121","13,795,989,081,330,100,000,000,000","114,47,41,102,71,83,55,116,47,43","129,676,014,631,089,000,000,000,000,000,000,000,000",315,99,6.22E-05,0.004672311,"0.018,0.043,0.017,0.025,0.025,0.011,0.018","0.027,0.019,0.009,0.029,0.01,0.024,0.009,0.016,0.014,0.006",0.006
A5_ss,5027,ENSG00000114491.14,UMPS,chr3,+,"9,7,24,18,14,11,6","11,8,17,30,21,41,27","9,6,7,12,15,7,5,7,8,16","23,18,44,31,51,21,37,42,24,68",303,99,6.39E-05,0.004767669,"0.211,0.222,0.316,0.164,0.179,0.081,0.068","0.113,0.098,0.049,0.112,0.088,0.098,0.042,0.052,0.098,0.071",0.095
A5_ss,2352,ENSG00000198690.10,FAN1,chr15,+,"4,038,568,241,103,750,000,000","0,1,1,1,1,2,0","869,693,830,725,775,000,000,000,000,000","4,5,1,2,6,2,1,3,1,5",1406,99,6.59E-05,0.004883516,"1.0,0.984,0.983,0.987,0.981,0.968,1.0","0.939,0.907,0.983,0.962,0.901,0.952,0.979,0.951,0.98,0.925",0.038
A5_ss,5580,ENSG00000163818.20,LZTFL1,chr3,-,"4,13,21,17,9,15,12","72,50,73,74,79,227,103","5,8,17,13,18,6,11,12,7,14","93,65,221,100,324,86,256,164,69,184",155,99,8.08E-05,0.005937849,"0.034,0.142,0.155,0.128,0.068,0.04,0.069","0.033,0.073,0.047,0.077,0.034,0.043,0.027,0.045,0.061,0.046",0.042
A5_ss,5865,ENSG00000158545.16,ZC3H18,chr16,+,"172,238,214,371,187,000,000","1,5,1,1,2,1,2","383,147,148,137,210,000,000,000,000,000","8,2,1,1,6,6,4,13,0,5",450,99,8.34E-05,0.006084648,"0.974,0.913,0.979,0.988,0.954,0.971,0.971","0.913,0.942,0.97,0.968,0.885,0.865,0.921,0.826,1.0,0.916",0.044
A5_ss,5930,ENSG00000227110.8,LMCD1-AS1,chr3,-,"2,1,2,4,3,1,2","0,2,4,0,2,2,5","3,0,5,2,1,2,3,2,2,1","0,1,0,0,0,1,1,2,2,1",113,99,9.42E-05,0.00677738,"1.0,0.305,0.305,1.0,0.568,0.305,0.26","1.0,0.0,1.0,1.0,1.0,0.637,0.724,0.467,0.467,0.467",-0.141
A5_ss,16094,ENSG00000156170.14,NDUFAF6,chr8,+,"3,8,2,6,11,3,8","15,6,12,10,10,8,24","20,13,11,7,10,9,1,3,13,2","11,3,2,3,3,1,3,2,5,12",191,99,9.38E-05,0.00677738,"0.094,0.409,0.08,0.237,0.363,0.163,0.147","0.485,0.692,0.74,0.547,0.633,0.823,0.147,0.437,0.574,0.08",-0.303
A5_ss,10877,ENSG00000118965.16,WDR35,chr2,-,"41,57,61,73,113,205,75","1,4,4,4,5,9,5","66,105,236,137,280,100,000,000,000,000","3,0,2,1,7,3,9,2,0,5",199,99,9.56E-05,0.00683044,"0.953,0.876,0.884,0.901,0.918,0.919,0.882","0.916,1.0,0.983,0.986,0.952,0.959,0.919,0.98,1.0,0.965",-0.061
