"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0016052","BP","GO:0016052","carbohydrate catabolic process",153,0.421003235576199,1.5156594085168,0.00506707140564561,0.0378152759185525,0.0290969664426314,2887,"tags=19%, list=13%, signal=17%","ENSG00000133063/ENSG00000168209/ENSG00000257335/ENSG00000159399/ENSG00000172461/ENSG00000134333/ENSG00000204099/ENSG00000067057/ENSG00000137331/ENSG00000004939/ENSG00000160883/ENSG00000170525/ENSG00000108515/ENSG00000080493/ENSG00000167588/ENSG00000174951/ENSG00000176046/ENSG00000171105/ENSG00000143199/ENSG00000109107/ENSG00000089041/ENSG00000108479/ENSG00000117308/ENSG00000111674/ENSG00000165140/ENSG00000168610/ENSG00000157954/ENSG00000111669/ENSG00000154277"
"GO:0030534","BP","GO:0030534","adult behavior",116,0.441562957493356,1.53367163607687,0.00504735790412053,0.037704444304962,0.0290116870505579,2930,"tags=23%, list=13%, signal=20%","ENSG00000184144/ENSG00000178235/ENSG00000080644/ENSG00000117971/ENSG00000173786/ENSG00000161681/ENSG00000144285/ENSG00000165300/ENSG00000177807/ENSG00000136842/ENSG00000064393/ENSG00000179915/ENSG00000164082/ENSG00000171094/ENSG00000021645/ENSG00000169992/ENSG00000157045/ENSG00000110436/ENSG00000196338/ENSG00000251322/ENSG00000173267/ENSG00000141480/ENSG00000103942/ENSG00000118971/ENSG00000171316/ENSG00000154277/ENSG00000136367"
"GO:0030595","BP","GO:0030595","leukocyte chemotaxis",182,0.404392301092807,1.47274836624167,0.00500674912700697,0.037437157888922,0.0288060235008633,3033,"tags=27%, list=14%, signal=24%","ENSG00000127129/ENSG00000163736/ENSG00000006606/ENSG00000143546/ENSG00000163220/ENSG00000106366/ENSG00000163221/ENSG00000166923/ENSG00000127507/ENSG00000119630/ENSG00000117115/ENSG00000151651/ENSG00000171951/ENSG00000102755/ENSG00000119535/ENSG00000167207/ENSG00000112715/ENSG00000170989/ENSG00000158714/ENSG00000180871/ENSG00000136244/ENSG00000276409/ENSG00000012779/ENSG00000137801/ENSG00000078401/ENSG00000173432/ENSG00000181284/ENSG00000186111/ENSG00000169429/ENSG00000124126/ENSG00000100599/ENSG00000125538/ENSG00000160255/ENSG00000120129/ENSG00000121966/ENSG00000111913/ENSG00000099377/ENSG00000213654/ENSG00000126353/ENSG00000158747/ENSG00000124731/ENSG00000081041/ENSG00000136160/ENSG00000177663/ENSG00000125735/ENSG00000089060/ENSG00000271447/ENSG00000184588/ENSG00000150630/ENSG00000102879"
"GO:0071354","BP","GO:0071354","cellular response to interleukin-6",28,0.624934042158616,1.74111110528247,0.0049778419482648,0.0372807649894322,0.0286856869744786,2793,"tags=29%, list=13%, signal=25%","ENSG00000147488/ENSG00000186431/ENSG00000064932/ENSG00000136244/ENSG00000066336/ENSG00000124212/ENSG00000110876/ENSG00000168610"
"GO:0046636","BP","GO:0046636","negative regulation of alpha-beta T cell activation",42,0.546453755202727,1.6422375797931,0.00497928614511153,0.0372807649894322,0.0286856869744786,4296,"tags=55%, list=20%, signal=44%","ENSG00000081181/ENSG00000167851/ENSG00000289720/ENSG00000107738/ENSG00000020633/ENSG00000105639/ENSG00000183734/ENSG00000128271/ENSG00000113916/ENSG00000077238/ENSG00000114423/ENSG00000104972/ENSG00000101665/ENSG00000163874/ENSG00000160685/ENSG00000168961/ENSG00000126561/ENSG00000117586/ENSG00000159216/ENSG00000131981/ENSG00000100097/ENSG00000115318/ENSG00000120217"
"GO:1903307","BP","GO:1903307","positive regulation of regulated secretory pathway",42,0.546189963261721,1.64144481547473,0.00497928614511153,0.0372807649894322,0.0286856869744786,4487,"tags=43%, list=20%, signal=34%","ENSG00000149927/ENSG00000272636/ENSG00000000938/ENSG00000100078/ENSG00000204936/ENSG00000181031/ENSG00000105514/ENSG00000160255/ENSG00000077238/ENSG00000132872/ENSG00000033327/ENSG00000169896/ENSG00000106089/ENSG00000139998/ENSG00000092929/ENSG00000169403/ENSG00000105649/ENSG00000165025"
"GO:0002250","BP","GO:0002250","adaptive immune response",403,0.349411706640209,1.34497930328364,0.00498102560343716,0.0372807649894322,0.0286856869744786,3505,"tags=27%, list=16%, signal=23%","ENSG00000237541/ENSG00000115602/ENSG00000115607/ENSG00000018280/ENSG00000232629/ENSG00000081181/ENSG00000204577/ENSG00000142512/ENSG00000162747/ENSG00000158473/ENSG00000115604/ENSG00000244482/ENSG00000167207/ENSG00000168685/ENSG00000107485/ENSG00000136244/ENSG00000124334/ENSG00000203747/ENSG00000079385/ENSG00000095970/ENSG00000105639/ENSG00000069399/ENSG00000110719/ENSG00000102010/ENSG00000132359/ENSG00000244731/ENSG00000173369/ENSG00000028137/ENSG00000173762/ENSG00000172578/ENSG00000183734/ENSG00000104998/ENSG00000152495/ENSG00000160223/ENSG00000076864/ENSG00000076641/ENSG00000134539/ENSG00000196352/ENSG00000156127/ENSG00000113916/ENSG00000146072/ENSG00000015285/ENSG00000136286/ENSG00000185507/ENSG00000125538/ENSG00000143226/ENSG00000159189/ENSG00000077238/ENSG00000204516/ENSG00000162739/ENSG00000213445/ENSG00000186470/ENSG00000166888/ENSG00000118503/ENSG00000197471/ENSG00000112936/ENSG00000141574/ENSG00000089041/ENSG00000169621/ENSG00000104972/ENSG00000159403/ENSG00000172940/ENSG00000010810/ENSG00000211675/ENSG00000184557/ENSG00000122122/ENSG00000148400/ENSG00000124731/ENSG00000139370/ENSG00000104974/ENSG00000096996/ENSG00000101665/ENSG00000115594/ENSG00000173372/ENSG00000159958/ENSG00000162711/ENSG00000177663/ENSG00000163932/ENSG00000131042/ENSG00000168610/ENSG00000105246/ENSG00000144802/ENSG00000187796/ENSG00000150782/ENSG00000162897/ENSG00000168918/ENSG00000196839/ENSG00000113263/ENSG00000163874/ENSG00000204267/ENSG00000141867/ENSG00000102524/ENSG00000103811/ENSG00000160685/ENSG00000163599/ENSG00000138378/ENSG00000231389/ENSG00000180644/ENSG00000111679/ENSG00000129465/ENSG00000100368/ENSG00000234745/ENSG00000276045/ENSG00000121281/ENSG00000116670/ENSG00000126561/ENSG00000069667/ENSG00000155307/ENSG00000139178"
"GO:0002705","BP","GO:0002705","positive regulation of leukocyte mediated immunity",122,0.436055756152056,1.5223725118597,0.00495301753830573,0.037217379639015,0.0286369151125988,4550,"tags=35%, list=21%, signal=28%","ENSG00000115607/ENSG00000158473/ENSG00000115604/ENSG00000161929/ENSG00000167207/ENSG00000204936/ENSG00000107485/ENSG00000136244/ENSG00000095970/ENSG00000173762/ENSG00000134539/ENSG00000196352/ENSG00000125538/ENSG00000160255/ENSG00000204516/ENSG00000162739/ENSG00000066336/ENSG00000166888/ENSG00000141574/ENSG00000089041/ENSG00000172940/ENSG00000122122/ENSG00000182985/ENSG00000096996/ENSG00000115594/ENSG00000162711/ENSG00000150782/ENSG00000169896/ENSG00000204267/ENSG00000171777/ENSG00000011600/ENSG00000234745/ENSG00000116670/ENSG00000117586/ENSG00000127666/ENSG00000010671/ENSG00000157404/ENSG00000072274/ENSG00000169403/ENSG00000131019/ENSG00000073008/ENSG00000173757/ENSG00000175505"
"GO:0043604","BP","GO:0043604","amide biosynthetic process",148,0.419729449866365,1.5048297354543,0.00495335772342835,0.037217379639015,0.0286369151125988,4129,"tags=28%, list=19%, signal=23%","ENSG00000172508/ENSG00000081181/ENSG00000004799/ENSG00000162877/ENSG00000174607/ENSG00000223802/ENSG00000103740/ENSG00000152256/ENSG00000148488/ENSG00000108405/ENSG00000103089/ENSG00000154930/ENSG00000103150/ENSG00000008513/ENSG00000110436/ENSG00000089041/ENSG00000131473/ENSG00000172296/ENSG00000141338/ENSG00000197142/ENSG00000100031/ENSG00000148154/ENSG00000170522/ENSG00000158470/ENSG00000163932/ENSG00000176170/ENSG00000157350/ENSG00000160408/ENSG00000099998/ENSG00000197977/ENSG00000169710/ENSG00000135454/ENSG00000142871/ENSG00000066322/ENSG00000068366/ENSG00000131069/ENSG00000151726/ENSG00000131067/ENSG00000103507/ENSG00000105607/ENSG00000099797"
"GO:0035771","BP","GO:0035771","interleukin-4-mediated signaling pathway",11,0.770855487042462,1.73536075120111,0.00493598020516288,0.0371588257386728,0.0285918608102843,3435,"tags=45%, list=16%, signal=38%","ENSG00000186074/ENSG00000105639/ENSG00000077238/ENSG00000166888/ENSG00000126561"
"GO:0002020","MF","GO:0002020","protease binding",117,0.441622645575713,1.53741090798534,0.00492803384328275,0.0371350577461753,0.0285735725269568,2737,"tags=21%, list=12%, signal=19%","ENSG00000197971/ENSG00000106366/ENSG00000127533/ENSG00000091106/ENSG00000197249/ENSG00000188488/ENSG00000168398/ENSG00000259207/ENSG00000158859/ENSG00000204936/ENSG00000188404/ENSG00000177706/ENSG00000137801/ENSG00000130164/ENSG00000167711/ENSG00000140939/ENSG00000110799/ENSG00000118503/ENSG00000138448/ENSG00000104689/ENSG00000136717/ENSG00000115594/ENSG00000126838/ENSG00000140564/ENSG00000003402"
"GO:0060291","BP","GO:0060291","long-term synaptic potentiation",85,0.470611692482128,1.56391363684656,0.00491988289999766,0.0371097003955077,0.0285540613118849,2086,"tags=22%, list=10%, signal=20%","ENSG00000155886/ENSG00000163485/ENSG00000116147/ENSG00000131095/ENSG00000155897/ENSG00000187902/ENSG00000168309/ENSG00000146006/ENSG00000100678/ENSG00000135919/ENSG00000096433/ENSG00000128271/ENSG00000173227/ENSG00000183691/ENSG00000198576/ENSG00000100968/ENSG00000155511/ENSG00000251322/ENSG00000133424"
"GO:0043407","BP","GO:0043407","negative regulation of MAP kinase activity",35,0.567322163770613,1.65024032384574,0.00491395779851188,0.0371010990941199,0.0285474430399891,4924,"tags=49%, list=22%, signal=38%","ENSG00000135744/ENSG00000167851/ENSG00000068001/ENSG00000090376/ENSG00000125845/ENSG00000125538/ENSG00000120129/ENSG00000134242/ENSG00000116741/ENSG00000121653/ENSG00000163932/ENSG00000154277/ENSG00000186063/ENSG00000130203/ENSG00000132376/ENSG00000108465/ENSG00000166311"
"GO:2000378","BP","GO:2000378","negative regulation of reactive oxygen species metabolic process",39,0.555173365032507,1.6318189968312,0.00479571911622793,0.0362436705918434,0.027887694624787,3031,"tags=28%, list=14%, signal=24%","ENSG00000257017/ENSG00000159399/ENSG00000087250/ENSG00000137203/ENSG00000109846/ENSG00000075891/ENSG00000143199/ENSG00000010810/ENSG00000214456/ENSG00000003402/ENSG00000102575"
"GO:0045742","BP","GO:0045742","positive regulation of epidermal growth factor receptor signaling pathway",22,0.660089008360766,1.75007406242254,0.00477965406939171,0.0362046594903249,0.027857677530261,3358,"tags=41%, list=15%, signal=35%","ENSG00000135744/ENSG00000100985/ENSG00000164850/ENSG00000173805/ENSG00000011422/ENSG00000160410/ENSG00000130787/ENSG00000136158/ENSG00000077044"
"GO:0099024","BP","GO:0099024","plasma membrane invagination",51,0.534064666882122,1.65431719100531,0.00478128295490935,0.0362046594903249,0.027857677530261,6147,"tags=55%, list=28%, signal=40%","ENSG00000113249/ENSG00000167851/ENSG00000164171/ENSG00000095970/ENSG00000137801/ENSG00000038945/ENSG00000160255/ENSG00000145794/ENSG00000168461/ENSG00000155849/ENSG00000204991/ENSG00000169896/ENSG00000100092/ENSG00000221947/ENSG00000148180/ENSG00000100345/ENSG00000130340/ENSG00000064687/ENSG00000173548/ENSG00000123338/ENSG00000181790/ENSG00000158156/ENSG00000197943/ENSG00000163219/ENSG00000110934/ENSG00000125730/ENSG00000171044/ENSG00000204472"
"GO:0006195","BP","GO:0006195","purine nucleotide catabolic process",128,0.435125692748218,1.52432979001487,0.00478588805488561,0.0362046594903249,0.027857677530261,2931,"tags=24%, list=13%, signal=21%","ENSG00000168209/ENSG00000159399/ENSG00000284762/ENSG00000134333/ENSG00000067057/ENSG00000186642/ENSG00000137331/ENSG00000004939/ENSG00000160883/ENSG00000065989/ENSG00000113231/ENSG00000170525/ENSG00000108515/ENSG00000080493/ENSG00000171408/ENSG00000167588/ENSG00000176046/ENSG00000171105/ENSG00000109107/ENSG00000089041/ENSG00000173598/ENSG00000108479/ENSG00000111674/ENSG00000198805/ENSG00000165140/ENSG00000113448/ENSG00000168610/ENSG00000111669/ENSG00000154277/ENSG00000184588/ENSG00000196839"
"GO:0021895","BP","GO:0021895","cerebral cortex neuron differentiation",19,0.677420151280378,1.74293642405716,0.00474585967182105,0.0360072366881609,0.0277057705426735,513,"tags=16%, list=2%, signal=15%","ENSG00000184144/ENSG00000004848/ENSG00000106852"
"GO:0021953","BP","GO:0021953","central nervous system neuron differentiation",155,0.424957853931831,1.52781426254931,0.00473688586390693,0.0359743516050287,0.0276804671133816,3464,"tags=24%, list=16%, signal=20%","ENSG00000184144/ENSG00000205927/ENSG00000158955/ENSG00000170381/ENSG00000004848/ENSG00000186868/ENSG00000135472/ENSG00000176165/ENSG00000133083/ENSG00000106852/ENSG00000103449/ENSG00000182704/ENSG00000179915/ENSG00000122641/ENSG00000143869/ENSG00000163288/ENSG00000117707/ENSG00000128917/ENSG00000178568/ENSG00000105711/ENSG00000251322/ENSG00000108175/ENSG00000104967/ENSG00000141551/ENSG00000197921/ENSG00000162367/ENSG00000158470/ENSG00000147862/ENSG00000162490/ENSG00000107984/ENSG00000130827/ENSG00000114554/ENSG00000152208/ENSG00000078725/ENSG00000078018/ENSG00000128602/ENSG00000069667"
"GO:2000179","BP","GO:2000179","positive regulation of neural precursor cell proliferation",54,0.531813070622208,1.65484106383752,0.00469496402173793,0.0356909323770156,0.027462390170496,3424,"tags=41%, list=16%, signal=34%","ENSG00000132702/ENSG00000100146/ENSG00000081479/ENSG00000132692/ENSG00000170075/ENSG00000176165/ENSG00000198835/ENSG00000112715/ENSG00000106689/ENSG00000205336/ENSG00000204624/ENSG00000038427/ENSG00000075702/ENSG00000117707/ENSG00000128917/ENSG00000138798/ENSG00000148400/ENSG00000066279/ENSG00000150630/ENSG00000189431/ENSG00000140511/ENSG00000128602"
"GO:0008625","BP","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors",79,0.470403419152865,1.53860086139958,0.00468701812946019,0.0356654941862947,0.02744281675304,5517,"tags=47%, list=25%, signal=35%","ENSG00000172005/ENSG00000106366/ENSG00000134259/ENSG00000135472/ENSG00000164867/ENSG00000100292/ENSG00000148841/ENSG00000137801/ENSG00000151929/ENSG00000162734/ENSG00000134243/ENSG00000066336/ENSG00000118503/ENSG00000164104/ENSG00000104689/ENSG00000087088/ENSG00000167895/ENSG00000003402/ENSG00000110514/ENSG00000116584/ENSG00000135926/ENSG00000131981/ENSG00000067182/ENSG00000015475/ENSG00000120889/ENSG00000019991/ENSG00000026103/ENSG00000138696/ENSG00000165943/ENSG00000160570/ENSG00000185104/ENSG00000177595/ENSG00000118412/ENSG00000003400/ENSG00000064012/ENSG00000173535/ENSG00000067066"
"GO:1903524","BP","GO:1903524","positive regulation of blood circulation",32,0.606933892756458,1.73862343301733,0.00466430796816959,0.0355275481190442,0.0273366741428862,2931,"tags=41%, list=13%, signal=35%","ENSG00000127129/ENSG00000171388/ENSG00000148926/ENSG00000130234/ENSG00000078401/ENSG00000117152/ENSG00000120907/ENSG00000116741/ENSG00000224420/ENSG00000080824/ENSG00000053918/ENSG00000113448/ENSG00000196839"
"GO:0031102","BP","GO:0031102","neuron projection regeneration",56,0.512930628085334,1.62196901069594,0.00462939136932521,0.0352962641865759,0.0271587127064486,2545,"tags=23%, list=12%, signal=21%","ENSG00000118785/ENSG00000105695/ENSG00000116147/ENSG00000131095/ENSG00000041982/ENSG00000177169/ENSG00000148926/ENSG00000172020/ENSG00000102572/ENSG00000189058/ENSG00000185924/ENSG00000119782/ENSG00000131711"
"GO:0016042","BP","GO:0016042","lipid catabolic process",272,0.375477335471653,1.41129712489903,0.00462106778852814,0.0352674799529992,0.027136564676106,4661,"tags=25%, list=21%, signal=20%","ENSG00000186529/ENSG00000118785/ENSG00000124253/ENSG00000234906/ENSG00000109193/ENSG00000163485/ENSG00000204022/ENSG00000101670/ENSG00000277494/ENSG00000079435/ENSG00000204099/ENSG00000130208/ENSG00000149527/ENSG00000186204/ENSG00000198754/ENSG00000188257/ENSG00000166819/ENSG00000152270/ENSG00000084674/ENSG00000130164/ENSG00000117594/ENSG00000103150/ENSG00000171094/ENSG00000125538/ENSG00000132793/ENSG00000137642/ENSG00000171132/ENSG00000141934/ENSG00000185950/ENSG00000074416/ENSG00000187980/ENSG00000205560/ENSG00000214456/ENSG00000128245/ENSG00000177666/ENSG00000135697/ENSG00000073060/ENSG00000100889/ENSG00000163932/ENSG00000176170/ENSG00000177076/ENSG00000124181/ENSG00000077044/ENSG00000112033/ENSG00000161714/ENSG00000163898/ENSG00000243708/ENSG00000003137/ENSG00000122971/ENSG00000105607/ENSG00000198189/ENSG00000134780/ENSG00000072778/ENSG00000032444/ENSG00000186951/ENSG00000126351/ENSG00000110090/ENSG00000100344/ENSG00000140577/ENSG00000167114/ENSG00000097021/ENSG00000134324/ENSG00000107798/ENSG00000130203/ENSG00000104823/ENSG00000011198/ENSG00000115361/ENSG00000076555"
"GO:0001530","MF","GO:0001530","lipopolysaccharide binding",27,0.629644464765994,1.73959421686236,0.0046008210554296,0.0351648838304918,0.0270576220831663,5201,"tags=56%, list=24%, signal=42%","ENSG00000012223/ENSG00000095970/ENSG00000137462/ENSG00000124635/ENSG00000101425/ENSG00000174885/ENSG00000089041/ENSG00000174175/ENSG00000073060/ENSG00000123358/ENSG00000196954/ENSG00000169403/ENSG00000154589/ENSG00000255690/ENSG00000181790"
"GO:0043903","BP","GO:0043903","regulation of biological process involved in symbiotic interaction",50,0.533402769556497,1.64710570187809,0.00460308964250054,0.0351648838304918,0.0270576220831663,5111,"tags=44%, list=23%, signal=34%","ENSG00000213186/ENSG00000163661/ENSG00000162722/ENSG00000012223/ENSG00000142748/ENSG00000169429/ENSG00000185201/ENSG00000121236/ENSG00000185885/ENSG00000249853/ENSG00000138448/ENSG00000140564/ENSG00000168961/ENSG00000148180/ENSG00000186951/ENSG00000100097/ENSG00000179583/ENSG00000105974/ENSG00000085265/ENSG00000132274/ENSG00000166311/ENSG00000142089"
"GO:0003170","BP","GO:0003170","heart valve development",70,0.487969786048584,1.58306179679388,0.0045909204977105,0.0351648838304918,0.0270576220831663,4809,"tags=40%, list=22%, signal=31%","ENSG00000164867/ENSG00000163638/ENSG00000186642/ENSG00000107485/ENSG00000028137/ENSG00000125845/ENSG00000265107/ENSG00000169242/ENSG00000066056/ENSG00000260428/ENSG00000164683/ENSG00000128917/ENSG00000137868/ENSG00000250120/ENSG00000148400/ENSG00000107984/ENSG00000163513/ENSG00000163909/ENSG00000142871/ENSG00000130558/ENSG00000166341/ENSG00000067182/ENSG00000131196/ENSG00000134817/ENSG00000101384/ENSG00000124216/ENSG00000105329/ENSG00000137834"
"GO:0046887","BP","GO:0046887","positive regulation of hormone secretion",109,0.44208133406723,1.52667175385589,0.00459404926859391,0.0351648838304918,0.0270576220831663,2825,"tags=24%, list=13%, signal=21%","ENSG00000118785/ENSG00000272636/ENSG00000163083/ENSG00000155897/ENSG00000010310/ENSG00000164850/ENSG00000004468/ENSG00000100078/ENSG00000270885/ENSG00000078401/ENSG00000181031/ENSG00000122641/ENSG00000141433/ENSG00000169992/ENSG00000138207/ENSG00000001626/ENSG00000171132/ENSG00000176887/ENSG00000185950/ENSG00000173918/ENSG00000136802/ENSG00000186188/ENSG00000053438/ENSG00000100889/ENSG00000008130/ENSG00000132170"
"GO:0009914","BP","GO:0009914","hormone transport",256,0.375776325634857,1.40630701557921,0.0045943374580836,0.0351648838304918,0.0270576220831663,2913,"tags=23%, list=13%, signal=20%","ENSG00000118785/ENSG00000272636/ENSG00000163485/ENSG00000163083/ENSG00000101162/ENSG00000155897/ENSG00000135744/ENSG00000010310/ENSG00000164850/ENSG00000284762/ENSG00000101187/ENSG00000174672/ENSG00000004468/ENSG00000100078/ENSG00000270885/ENSG00000107485/ENSG00000136244/ENSG00000012779/ENSG00000078401/ENSG00000113231/ENSG00000110719/ENSG00000099985/ENSG00000072310/ENSG00000183682/ENSG00000168993/ENSG00000181031/ENSG00000103257/ENSG00000122641/ENSG00000179044/ENSG00000125538/ENSG00000141433/ENSG00000169992/ENSG00000138207/ENSG00000184160/ENSG00000102362/ENSG00000001626/ENSG00000187486/ENSG00000171132/ENSG00000176887/ENSG00000185950/ENSG00000173918/ENSG00000136802/ENSG00000155380/ENSG00000186188/ENSG00000087258/ENSG00000053918/ENSG00000149577/ENSG00000119782/ENSG00000240583/ENSG00000053438/ENSG00000198355/ENSG00000125618/ENSG00000100889/ENSG00000089060/ENSG00000008130/ENSG00000132170/ENSG00000171316/ENSG00000106089"
"GO:0061450","BP","GO:0061450","trophoblast cell migration",15,0.719260207462943,1.7384320647746,0.00457566157933442,0.0351283959268902,0.0270295464634367,3430,"tags=40%, list=16%, signal=34%","ENSG00000102265/ENSG00000259207/ENSG00000112715/ENSG00000111348/ENSG00000132470/ENSG00000123908"
"GO:0002832","BP","GO:0002832","negative regulation of response to biotic stimulus",103,0.461270222568688,1.58845501813986,0.00456500976626399,0.0350813535456997,0.0269933497002601,4456,"tags=27%, list=20%, signal=22%","ENSG00000081181/ENSG00000092445/ENSG00000012223/ENSG00000158714/ENSG00000289720/ENSG00000079385/ENSG00000090376/ENSG00000134539/ENSG00000204516/ENSG00000155659/ENSG00000025434/ENSG00000118503/ENSG00000104972/ENSG00000239998/ENSG00000141480/ENSG00000132170/ENSG00000185187/ENSG00000111679/ENSG00000234745/ENSG00000168961/ENSG00000175899/ENSG00000163565/ENSG00000135077/ENSG00000137802/ENSG00000165819/ENSG00000120217/ENSG00000170542/ENSG00000100304"
"GO:0070231","BP","GO:0070231","T cell apoptotic process",53,0.528236699663062,1.64054106757715,0.00455695642907576,0.0350542064990609,0.0269724614035102,5563,"tags=45%, list=25%, signal=34%","ENSG00000081181/ENSG00000151651/ENSG00000157514/ENSG00000168685/ENSG00000105639/ENSG00000069399/ENSG00000169242/ENSG00000183765/ENSG00000008513/ENSG00000088881/ENSG00000089041/ENSG00000087088/ENSG00000196839/ENSG00000171115/ENSG00000129465/ENSG00000168961/ENSG00000131981/ENSG00000120217/ENSG00000107798/ENSG00000026103/ENSG00000139636/ENSG00000184990/ENSG00000065675/ENSG00000142208"
"GO:0097090","BP","GO:0097090","presynaptic membrane organization",12,0.76380553831337,1.74895249883208,0.00453681545262781,0.0349339295130844,0.0268799142690581,3730,"tags=67%, list=17%, signal=55%","ENSG00000184144/ENSG00000169306/ENSG00000179915/ENSG00000169992/ENSG00000196338/ENSG00000134569/ENSG00000153707/ENSG00000165246"
"GO:0042743","BP","GO:0042743","hydrogen peroxide metabolic process",38,0.589139373103242,1.73806901147178,0.00452652068790984,0.0348893055805695,0.0268455783813675,2224,"tags=18%, list=10%, signal=17%","ENSG00000196565/ENSG00000257017/ENSG00000087250/ENSG00000206172/ENSG00000244734/ENSG00000188536/ENSG00000010810"
"GO:0090084","BP","GO:0090084","negative regulation of inclusion body assembly",10,0.790347184869542,1.74416884487563,0.00451424423147046,0.0348293032545492,0.0267994095878236,1797,"tags=50%, list=8%, signal=46%","ENSG00000204389/ENSG00000204388/ENSG00000132002/ENSG00000140403/ENSG00000137642"
"GO:0097530","BP","GO:0097530","granulocyte migration",117,0.443158104697357,1.54275626702892,0.00450679438407015,0.0348293032545492,0.0267994095878236,1567,"tags=22%, list=7%, signal=21%","ENSG00000127129/ENSG00000163736/ENSG00000006606/ENSG00000143546/ENSG00000163220/ENSG00000163221/ENSG00000127507/ENSG00000151651/ENSG00000167851/ENSG00000171951/ENSG00000119535/ENSG00000167207/ENSG00000204936/ENSG00000112715/ENSG00000158714/ENSG00000180871/ENSG00000276409/ENSG00000137801/ENSG00000078401/ENSG00000173432/ENSG00000186111/ENSG00000169429/ENSG00000261371/ENSG00000124126/ENSG00000125538/ENSG00000160255"
"GO:0072523","BP","GO:0072523","purine-containing compound catabolic process",145,0.418279146746013,1.49185292748122,0.0045103944823724,0.0348293032545492,0.0267994095878236,2931,"tags=23%, list=13%, signal=20%","ENSG00000168209/ENSG00000159399/ENSG00000284762/ENSG00000134333/ENSG00000067057/ENSG00000186642/ENSG00000137331/ENSG00000004939/ENSG00000160883/ENSG00000065989/ENSG00000113231/ENSG00000170525/ENSG00000112299/ENSG00000108515/ENSG00000080493/ENSG00000103150/ENSG00000171408/ENSG00000167588/ENSG00000176046/ENSG00000171105/ENSG00000109107/ENSG00000089041/ENSG00000173598/ENSG00000108479/ENSG00000111674/ENSG00000198805/ENSG00000165140/ENSG00000113448/ENSG00000188641/ENSG00000168610/ENSG00000111669/ENSG00000154277/ENSG00000184588/ENSG00000196839"
"GO:0033691","MF","GO:0033691","sialic acid binding",18,0.706657229765722,1.79898850119029,0.00447581876139289,0.0346362262233937,0.0266508464540129,1350,"tags=56%, list=6%, signal=52%","ENSG00000105695/ENSG00000268500/ENSG00000142512/ENSG00000168995/ENSG00000105366/ENSG00000129450/ENSG00000254415/ENSG00000012124/ENSG00000188404/ENSG00000161643"
"GO:0033762","BP","GO:0033762","response to glucagon",18,0.706463984371385,1.79849654239092,0.00447581876139289,0.0346362262233937,0.0266508464540129,1105,"tags=28%, list=5%, signal=26%","ENSG00000124253/ENSG00000155897/ENSG00000134240/ENSG00000072310/ENSG00000165474"
"GO:0008009","MF","GO:0008009","chemokine activity",26,-0.569156804315172,-1.74019279586985,0.00446470387857063,0.0346193138744367,0.0266378332460403,1103,"tags=38%, list=5%, signal=37%","ENSG00000108691/ENSG00000108700/ENSG00000172724/ENSG00000275302/ENSG00000138755/ENSG00000275385/ENSG00000276070/ENSG00000277632/ENSG00000163739/ENSG00000276085"
"GO:0031115","BP","GO:0031115","negative regulation of microtubule polymerization",14,0.719575852754531,1.71458860245753,0.00446244142881424,0.0346193138744367,0.0266378332460403,4250,"tags=57%, list=19%, signal=46%","ENSG00000104833/ENSG00000185133/ENSG00000004478/ENSG00000117632/ENSG00000078018/ENSG00000105270/ENSG00000102606/ENSG00000179776"
"GO:1902414","BP","GO:1902414","protein localization to cell junction",108,0.447271799270829,1.54223732034628,0.0044640540814866,0.0346193138744367,0.0266378332460403,4503,"tags=27%, list=21%, signal=21%","ENSG00000166342/ENSG00000165478/ENSG00000186868/ENSG00000168280/ENSG00000105605/ENSG00000161681/ENSG00000155974/ENSG00000168993/ENSG00000261371/ENSG00000179915/ENSG00000110400/ENSG00000099365/ENSG00000169992/ENSG00000178568/ENSG00000106211/ENSG00000150672/ENSG00000128849/ENSG00000175866/ENSG00000107404/ENSG00000183098/ENSG00000119139/ENSG00000186472/ENSG00000130558/ENSG00000171246/ENSG00000179776/ENSG00000075624/ENSG00000189056/ENSG00000158769/ENSG00000116473"
"GO:0001990","BP","GO:0001990","regulation of systemic arterial blood pressure by hormone",28,0.628134895190455,1.75002891161746,0.00440895231682418,0.034289885922422,0.0263843548875674,2595,"tags=43%, list=12%, signal=38%","ENSG00000127129/ENSG00000135744/ENSG00000164867/ENSG00000138792/ENSG00000270885/ENSG00000130234/ENSG00000078401/ENSG00000167711/ENSG00000117298/ENSG00000181104/ENSG00000180914/ENSG00000136160"
"GO:0045823","BP","GO:0045823","positive regulation of heart contraction",31,0.611048082424498,1.73954298775118,0.00440494340480856,0.034289885922422,0.0263843548875674,2931,"tags=42%, list=13%, signal=36%","ENSG00000127129/ENSG00000171388/ENSG00000148926/ENSG00000130234/ENSG00000078401/ENSG00000117152/ENSG00000120907/ENSG00000116741/ENSG00000224420/ENSG00000080824/ENSG00000053918/ENSG00000113448/ENSG00000196839"
