,ID,GeneID,geneSymbol,chr,strand,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference
RI,11609,ENSG00000067445.22,TRO,chrX,+,"40,80,56,8,22","26,16,16,66,4","2,22,16,1,24,17,14","16,68,43,28,29,40,25",515,98,1.27E-06,5.00E-05,"0.226,0.488,0.4,0.023,0.511","0.023,0.058,0.066,0.007,0.136,0.075,0.096",0.264
RI,4187,ENSG00000182196.14,ARL6IP4,chr12,+,"75,109,84,67,69","438,387,351,404,180","45,74,36,47,64,64,63","266,399,317,288,424,000,000",393,98,1.34E-06,5.26E-05,"0.041,0.066,0.056,0.04,0.087","0.04,0.044,0.028,0.039,0.036,0.041,0.023",0.022
RI,3140,ENSG00000111674.9,ENO2,chr12,+,"63,105,79,24,8","1182,934,784,1909,89","2,38,31,2,21,15,14","238,185,924,813,721,000,000,000",406,98,1.48E-06,5.79E-05,"0.013,0.026,0.024,0.003,0.021","0.002,0.005,0.003,0.001,0.003,0.005,0.015",0.013
RI,2704,ENSG00000089053.13,ANAPC5,chr12,-,"35,45,36,9,10","51,48,55,111,12","0,20,25,4,25,14,4","24,59,121,18,133,37,16",962,98,1.50E-06,5.83E-05,"0.065,0.087,0.063,0.008,0.078","0.0,0.033,0.021,0.022,0.019,0.037,0.025",0.038
RI,4629,ENSG00000144381.18,HSPD1,chr2,-,"77,294,132,15,23","420,822,229,279,61","7,22,34,8,20,20,10","92,216,304,114,255,231,71",1861,98,1.53E-06,5.91E-05,"0.01,0.018,0.029,0.003,0.019","0.004,0.005,0.006,0.004,0.004,0.005,0.007",0.011
RI,7150,ENSG00000134684.13,YARS1,chr1,-,"41,44,29,30,5","275,258,210,364,51","4,29,21,4,11,9,9","89,303,367,139,234,183,57",590,98,1.53E-06,5.91E-05,"0.024,0.028,0.022,0.014,0.016","0.007,0.016,0.009,0.005,0.008,0.008,0.026",0.01
RI,4820,ENSG00000134884.15,ARGLU1,chr13,-,"368,625,472,121,80","81,103,51,74,17","44,158,232,55,240,101,120","24,76,105,36,86,57,20",2398,98,1.59E-06,6.09E-05,"0.157,0.199,0.274,0.063,0.161","0.07,0.078,0.083,0.059,0.102,0.068,0.197",0.077
RI,12432,ENSG00000108465.15,CDK5RAP3,chr17,+,"42,79,39,8,15","47,43,53,77,17","7,16,5,5,18,9,19","28,62,41,31,44,56,52",313,98,1.63E-06,6.23E-05,"0.219,0.365,0.187,0.032,0.216","0.073,0.075,0.037,0.048,0.114,0.048,0.103",0.133
RI,4778,ENSG00000090097.22,PCBP4,chr3,-,"44,35,19,33,26","83,77,92,178,65","35,4,18,6,26,26,26","141,124,72,66,189,131,135",321,98,1.71E-06,6.50E-05,"0.139,0.122,0.059,0.054,0.109","0.07,0.01,0.071,0.027,0.04,0.057,0.056",0.049
RI,735,ENSG00000006015.18,REX1BD,chr19,+,"77,128,54,101,79","214,144,184,311,142","68,68,65,38,71,71,109","297,260,131,242,269,000,000",1272,98,1.80E-06,6.82E-05,"0.027,0.064,0.022,0.024,0.041","0.017,0.02,0.037,0.012,0.02,0.021,0.027",0.014
RI,2598,ENSG00000120694.20,HSPH1,chr13,-,"41,518,750,295,817,900,000","7,7,8,13,2","930,252,218,371,674,000,000,000,000","5,26,10,10,5,8,13",348,98,1.81E-06,6.83E-05,"0.994,0.997,0.99,0.975,0.996","0.981,0.965,0.981,0.979,0.989,0.982,0.968",0.013
RI,4263,ENSG00000115942.9,ORC2,chr2,-,"4,29,11,6,0","7,7,5,14,3","0,3,1,2,3,5,0","3,17,29,1,12,7,4",615,98,1.84E-06,6.90E-05,"0.083,0.398,0.26,0.064,0.0","0.0,0.027,0.005,0.242,0.038,0.102,0.0",0.102
RI,12102,ENSG00000163472.19,TMEM79,chr1,+,"89,159,65,33,59","4,4,0,2,1","6,21,33,14,34,43,36","0,0,0,0,0,0,0",1090,98,1.85E-06,6.91E-05,"0.667,0.781,1.0,0.597,0.841","1.0,1.0,1.0,1.0,1.0,1.0,1.0",-0.223
RI,10332,ENSG00000006071.16,ABCC8,chr11,-,"6,15,11,3,0","24,13,36,22,5","2,0,0,0,4,3,4","19,37,30,17,7,31,15",468,98,1.87E-06,6.96E-05,"0.05,0.195,0.06,0.028,0.0","0.022,0.0,0.0,0.0,0.107,0.02,0.053",0.038
RI,806,ENSG00000179218.15,CALR,chr19,+,"38,572,817,249,520,800,000","50,19,31,30,26","2,176,156,012,761,630,000,000,000,000","29,34,25,31,34,23,41",321,98,1.92E-06,7.11E-05,"0.959,0.978,0.961,0.955,0.974","0.958,0.933,0.94,0.941,0.92,0.955,0.929",0.026
RI,417,ENSG00000124126.14,PREX1,chr20,-,"5,14,11,4,9","115,113,110,152,110","0,2,1,2,7,4,2","108,133,63,81,174,173,147",202,98,2.24E-06,8.21E-05,"0.021,0.057,0.046,0.013,0.038","0.0,0.007,0.008,0.012,0.019,0.011,0.007",0.026
RI,2299,ENSG00000100099.22,HPS4,chr22,-,"12,6,13,4,8","19,12,9,22,6","2,4,1,0,9,1,5","5,21,35,5,22,35,9",772,98,2.23E-06,8.21E-05,"0.074,0.06,0.155,0.023,0.145","0.048,0.024,0.004,0.0,0.049,0.004,0.066",0.064
RI,8542,ENSG00000077522.15,ACTN2,chr1,+,"22,7,18,1,0","22,24,14,40,3","2,4,3,2,0,5,0","14,36,55,16,52,35,5",1446,98,2.26E-06,8.25E-05,"0.063,0.019,0.08,0.002,0.0","0.01,0.007,0.004,0.008,0.0,0.01,0.0",0.027
RI,2734,ENSG00000175061.21,SNHG29,chr17,+,"19,55,27,29,18","1,0,0,2,0","9,19,34,10,34,17,21","0,2,1,5,3,2,2",324,98,2.39E-06,8.71E-05,"0.852,1.0,1.0,0.814,1.0","1.0,0.742,0.911,0.377,0.774,0.72,0.761",0.178
RI,4057,ENSG00000159069.14,FBXW5,chr9,-,"17,23,38,81,19","188,196,283,288,131","33,66,37,52,52,71,80","147,231,238,158,213,000,000",171,98,2.43E-06,8.80E-05,"0.049,0.063,0.071,0.139,0.077","0.114,0.141,0.082,0.159,0.123,0.139,0.198",-0.057
RI,126,ENSG00000215301.11,DDX3X,chrX,+,"10,47,28,9,13","14,48,35,67,2","12,4,14,4,14,14,6","3,73,113,13,96,54,5",1668,98,2.47E-06,8.88E-05,"0.04,0.054,0.045,0.008,0.276","0.19,0.003,0.007,0.018,0.008,0.015,0.066",0.041
RI,4777,ENSG00000090097.22,PCBP4,chr3,-,"44,37,20,35,26","8,6,4,10,2","35,4,19,6,26,27,26","19,15,5,5,25,19,14",326,98,2.46E-06,8.88E-05,"0.623,0.65,0.6,0.513,0.796","0.356,0.074,0.533,0.265,0.238,0.299,0.358",0.333
RI,11549,ENSG00000291207.2,ENSG00000291207,chr7,-,"6,13,20,5,14","0,0,2,0,0","6,23,5,2,11,9,21","0,3,1,0,0,6,5",195,98,2.55E-06,9.14E-05,"1.0,1.0,0.834,1.0,1.0","1.0,0.794,0.715,1.0,1.0,0.43,0.679",0.164
RI,4940,ENSG00000060971.19,ACAA1,chr3,-,"18,53,57,8,15","204,104,150,194,86","7,16,21,10,18,12,13","150,185,147,132,101,000,000",266,98,2.67E-06,9.52E-05,"0.031,0.158,0.123,0.015,0.06","0.017,0.031,0.05,0.027,0.062,0.028,0.031",0.042
RI,9453,ENSG00000003756.17,RBM5,chr3,+,"22,74,58,6,9","115,58,131,152,69","4,11,9,5,6,2,9","32,129,127,26,104,84,79",176,98,2.80E-06,9.93E-05,"0.096,0.415,0.198,0.022,0.068","0.065,0.045,0.038,0.097,0.031,0.013,0.06",0.11
RI,1074,ENSG00000177728.17,TMEM94,chr17,+,"14,42,24,11,0","83,66,41,94,24","12,4,2,2,13,9,5","58,69,66,34,60,76,38",486,98,2.82E-06,9.96E-05,"0.033,0.114,0.106,0.023,0.0","0.04,0.012,0.006,0.012,0.042,0.023,0.026",0.032
RI,3932,ENSG00000099840.14,IZUMO4,chr19,+,"46,41,89,16,59","16,13,30,19,40","37,29,5,12,22,22,95","49,20,8,17,13,39,103",902,98,2.94E-06,0.000103051,"0.238,0.255,0.244,0.084,0.138","0.076,0.136,0.064,0.071,0.155,0.058,0.091",0.099
RI,10327,ENSG00000006071.16,ABCC8,chr11,-,"31,90,56,8,10","35,19,30,46,13","10,4,11,4,8,13,55","19,41,35,32,31,47,36",1083,98,2.94E-06,0.000103051,"0.074,0.3,0.145,0.015,0.065","0.045,0.009,0.028,0.011,0.023,0.024,0.121",0.083
RI,7734,ENSG00000198830.13,HMGN2,chr1,+,"48,48,37,4,14","435,378,249,417,210","4,21,16,1,18,17,5","197,373,346,204,265,000,000",450,98,3.03E-06,0.000105623,"0.023,0.027,0.031,0.002,0.014","0.004,0.012,0.01,0.001,0.015,0.011,0.007",0.011
RI,11314,ENSG00000239857.7,GET4,chr7,+,"17,6,3,13,10","163,157,146,246,105","3,2,1,2,7,0,3","121,148,166,100,126,000,000",181,98,3.12E-06,0.000108019,"0.053,0.02,0.011,0.028,0.049","0.013,0.007,0.003,0.011,0.029,0.0,0.011",0.022
RI,13219,ENSG00000100650.16,SRSF5,chr14,+,"120,179,111,39,47","6,3,6,2,2","48,42,18,50,62,67,65","4,0,0,0,0,0,0",357,98,3.11E-06,0.000108019,"0.846,0.942,0.835,0.843,0.866","0.767,1.0,1.0,1.0,1.0,1.0,1.0",-0.1
RI,2245,ENSG00000103197.20,TSC2,chr16,+,"32,31,24,25,4","53,27,48,67,17","4,8,10,5,16,5,16","23,53,62,25,38,41,27",1994,98,3.21E-06,0.000110103,"0.029,0.053,0.024,0.018,0.011","0.008,0.007,0.008,0.01,0.02,0.006,0.028",0.015
RI,12679,ENSG00000132155.14,RAF1,chr3,-,"37,81,50,19,14","68,60,64,129,31","11,19,12,1,20,13,35","25,81,93,45,63,74,42",525,98,3.20E-06,0.000110103,"0.092,0.201,0.127,0.027,0.078","0.076,0.042,0.024,0.004,0.056,0.032,0.135",0.052
RI,4429,ENSG00000213928.10,IRF9,chr14,+,"50,47,45,12,15","87,61,99,113,51","8,12,5,3,18,9,16","67,39,44,36,33,70,67",989,98,3.28E-06,0.000112003,"0.054,0.071,0.043,0.01,0.028","0.012,0.03,0.011,0.008,0.051,0.013,0.023",0.02
RI,8779,ENSG00000110074.12,FOXRED1,chr11,+,"12,30,24,5,5","0,0,0,1,0","8,5,2,1,9,8,8","0,3,1,5,0,3,0",334,98,3.32E-06,0.00011303,"1.0,1.0,1.0,0.595,1.0","1.0,0.328,0.37,0.055,1.0,0.439,1.0",0.32
RI,5411,ENSG00000170581.15,STAT2,chr12,-,"8,11,4,4,2","40,22,39,59,13","1,5,1,0,1,0,0","9,37,31,11,51,31,6",226,98,3.40E-06,0.000115084,"0.08,0.178,0.043,0.029,0.063","0.046,0.055,0.014,0.0,0.008,0.0,0.0",0.061
RI,10330,ENSG00000006071.16,ABCC8,chr11,-,"12,20,18,4,0","30,13,19,36,5","2,4,3,1,1,5,7","18,30,24,45,41,27,26",244,98,3.41E-06,0.000115084,"0.138,0.382,0.276,0.043,0.0","0.043,0.051,0.048,0.009,0.01,0.069,0.098",0.121
RI,8630,ENSG00000076864.21,RAP1GAP,chr1,-,"142,97,165,188,50","61,51,83,194,36","70,117,121,49,110,86,135","82,145,143,66,92,75,107",1019,98,3.46E-06,0.000116336,"0.183,0.155,0.161,0.085,0.118","0.076,0.072,0.075,0.067,0.103,0.099,0.108",0.055
RI,11909,ENSG00000236753.8,MKLN1-AS,chr7,-,"4,6,4,2,5","2,0,0,2,3","1,2,7,7,11,1,3","0,0,0,0,0,0,3",817,98,3.48E-06,0.000116494,"0.193,1.0,1.0,0.107,0.167","1.0,1.0,1.0,1.0,1.0,1.0,0.107",-0.379
RI,13144,ENSG00000148399.13,DPH7,chr9,-,"8,18,19,1,7","9,6,9,26,12","1,4,0,0,5,0,0","12,9,10,2,16,1,9",224,98,3.49E-06,0.000116494,"0.28,0.568,0.48,0.017,0.203","0.035,0.163,0.0,0.0,0.12,0.0,0.0",0.264
RI,3422,ENSG00000186635.16,ARAP1,chr11,-,"2,19,15,0,0","16,18,28,49,8","3,1,0,0,3,4,5","18,41,34,13,34,48,30",426,98,3.58E-06,0.000119065,"0.028,0.195,0.11,0.0,0.0","0.037,0.006,0.0,0.0,0.02,0.019,0.037",0.05
RI,2839,ENSG00000140995.17,DEF8,chr16,+,"0,19,8,1,0","56,43,43,78,24","0,0,0,0,1,0,1","38,82,76,41,77,46,39",253,98,3.61E-06,0.000119545,"0.0,0.146,0.067,0.005,0.0","0.0,0.0,0.0,0.0,0.005,0.0,0.01",0.041
RI,8781,ENSG00000110074.12,FOXRED1,chr11,+,"14,31,28,6,5","50,50,54,93,30","8,5,2,2,11,8,13","38,72,77,55,91,51,27",354,98,3.67E-06,0.000120946,"0.072,0.146,0.126,0.018,0.044","0.055,0.019,0.007,0.01,0.032,0.042,0.118",0.041
RI,3492,ENSG00000174080.12,CTSF,chr11,-,"36,47,46,18,12","4,0,10,1,0","14,20,18,13,39,5,9","2,0,0,0,1,0,1",417,98,3.88E-06,0.000127411,"0.679,1.0,0.519,0.809,1.0","0.622,1.0,1.0,1.0,0.902,1.0,0.679",-0.085
RI,12544,ENSG00000182325.11,FBXL6,chr8,-,"6,14,10,0,5","2,0,5,16,0","2,0,3,1,6,0,0","7,12,12,6,11,13,9",166,98,3.92E-06,0.000128038,"0.639,1.0,0.541,0.0,1.0","0.144,0.0,0.129,0.09,0.244,0.0,0.0",0.549
RI,3755,ENSG00000184014.9,DENND5A,chr11,-,"71,68,67,79,51","4,1,2,2,0","54,62,61,35,93,114,24","0,1,1,1,0,0,0",2086,98,4.10E-06,0.000132998,"0.455,0.762,0.611,0.65,1.0","1.0,0.744,0.741,0.622,1.0,1.0,1.0",-0.177
RI,11845,ENSG00000288558.3,DUS4L-BCAP29,chr7,+,"10,14,6,23,2","0,0,0,1,1","2,16,27,8,19,10,2","1,0,3,2,3,3,1",476,98,4.09E-06,0.000132998,"1.0,1.0,1.0,0.826,0.292","0.292,1.0,0.649,0.452,0.566,0.407,0.292",0.301
RI,824,ENSG00000213339.9,QTRT1,chr19,+,"75,143,101,19,52","39,37,51,79,14","20,20,25,11,35,21,58","56,55,35,64,56,50,62",351,98,4.14E-06,0.000133853,"0.349,0.519,0.356,0.063,0.509","0.091,0.092,0.166,0.046,0.149,0.105,0.207",0.237
RI,17,ENSG00000196924.19,FLNA,chrX,-,"98,178,204,15,54","100,71,149,75,106","8,15,12,6,16,46,30","37,25,30,21,29,59,93",799,98,4.17E-06,0.000134135,"0.107,0.235,0.144,0.024,0.059","0.026,0.069,0.047,0.034,0.063,0.087,0.038",0.062
RI,5967,ENSG00000161551.15,ZNF577,chr19,-,"14,14,19,19,18","2,0,0,0,0","7,22,7,2,18,8,11","4,3,0,0,0,3,1",1081,98,4.22E-06,0.000135258,"0.388,1.0,1.0,1.0,1.0","0.137,0.399,1.0,1.0,1.0,0.195,0.499",0.273
RI,1939,ENSG00000103876.14,FAH,chr15,+,"5,14,2,4,1","2,1,0,0,0","6,2,4,1,4,2,8","5,2,1,0,3,3,1",282,98,4.44E-06,0.000141758,"0.465,0.83,1.0,1.0,1.0","0.294,0.258,0.582,1.0,0.317,0.188,0.735",0.377
RI,2841,ENSG00000133858.17,ZFC3H1,chr12,-,"14,25,12,4,0","32,14,11,24,11","0,9,0,2,0,9,1","9,30,23,9,27,11,12",786,98,4.51E-06,0.000143484,"0.052,0.182,0.12,0.02,0.0","0.0,0.036,0.0,0.027,0.0,0.093,0.01",0.051
RI,8012,ENSG00000142208.19,AKT1,chr14,-,"12,15,20,7,4","122,92,86,144,40","3,6,5,2,6,4,4","77,114,135,58,130,115,87",429,98,4.68E-06,0.000148334,"0.022,0.036,0.05,0.011,0.022","0.009,0.012,0.008,0.008,0.01,0.008,0.01",0.019
RI,10614,ENSG00000137411.19,VARS2,chr6,+,"7,10,14,1,4","27,18,23,21,12","1,2,0,2,4,0,2","37,18,14,22,26,23,40",946,98,4.74E-06,0.000149843,"0.026,0.054,0.059,0.005,0.033","0.003,0.011,0.0,0.009,0.016,0.0,0.005",0.029
RI,1260,ENSG00000004139.14,SARM1,chr17,+,"8,6,3,1,2","26,6,7,21,13","0,0,1,2,0,0,2","8,14,19,7,10,19,3",171,98,4.78E-06,0.000150383,"0.15,0.364,0.197,0.027,0.081","0.0,0.0,0.029,0.141,0.0,0.0,0.276",0.1
RI,11347,ENSG00000242802.9,AP5Z1,chr7,+,"14,39,27,7,15","15,7,15,26,12","2,4,2,2,12,0,16","12,29,14,12,17,15,13",627,98,4.87E-06,0.000152594,"0.127,0.465,0.22,0.04,0.163","0.025,0.021,0.022,0.025,0.099,0.0,0.161",0.153
RI,1439,ENSG00000131165.16,CHMP1A,chr16,-,"42,42,34,28,9","211,170,123,334,107","8,5,16,15,11,18,20","153,183,194,88,163,159,141",586,98,4.89E-06,0.000152893,"0.032,0.04,0.044,0.014,0.014","0.009,0.005,0.014,0.028,0.011,0.019,0.023",0.013
RI,1830,ENSG00000172366.20,MCRIP2,chr16,+,"41,46,62,24,19","201,146,169,197,201","15,26,8,6,19,31,45","202,147,101,185,162,000,000",336,98,5.04E-06,0.000156881,"0.056,0.084,0.097,0.034,0.027","0.021,0.049,0.023,0.009,0.033,0.051,0.041",0.027
RI,6457,ENSG00000123983.15,ACSL3,chr2,+,"9,1,8,6,12","0,1,4,2,0","3,9,10,3,5,3,8","0,0,2,0,0,0,1",1717,98,5.10E-06,0.00015762,"1.0,0.054,0.102,0.146,1.0","1.0,1.0,0.222,1.0,1.0,1.0,0.313",-0.33
RI,10744,ENSG00000137409.21,MTCH1,chr6,-,"63,104,75,74,32","1,816,144,111,062,210,000","30,56,57,25,46,36,20","8,471,616,180,480,010,000,000,000",271,98,5.10E-06,0.00015762,"0.012,0.025,0.024,0.012,0.021","0.013,0.012,0.011,0.011,0.01,0.011,0.01",0.008
RI,4189,ENSG00000182196.14,ARL6IP4,chr12,+,"73,74,36,26,63","811,711,875,985,749","60,37,24,31,30,48,63","1,152,888,702,106,070,000,000,000",179,98,5.20E-06,0.00015996,"0.047,0.054,0.022,0.014,0.044","0.028,0.022,0.018,0.016,0.021,0.024,0.022",0.015
RI,8231,ENSG00000115875.19,SRSF7,chr2,-,"94,145,106,40,35","149,166,84,245,34","14,53,28,16,55,42,30","55,150,141,52,105,76,52",973,98,5.24E-06,0.000160798,"0.06,0.081,0.113,0.016,0.094","0.025,0.034,0.02,0.03,0.05,0.053,0.055",0.035
RI,6005,ENSG00000139998.16,RAB15,chr14,-,"73,45,47,22,10","62,61,55,158,22","3,36,50,18,54,25,7","42,156,143,62,135,69,31",757,98,5.43E-06,0.000165983,"0.132,0.087,0.1,0.018,0.056","0.009,0.029,0.043,0.036,0.049,0.045,0.028",0.044
RI,3223,ENSG00000151503.14,NCAPD3,chr11,-,"17,52,24,2,12","9,6,15,26,12","6,5,0,2,6,9,17","11,15,13,5,17,18,10",3752,98,5.85E-06,0.000178158,"0.047,0.185,0.04,0.002,0.025","0.014,0.009,0.0,0.01,0.009,0.013,0.043",0.046
RI,10263,ENSG00000137221.14,TJAP1,chr6,+,"53,72,71,4,39","16,20,35,29,14","5,4,6,0,34,12,25","22,18,6,8,27,21,9",1152,98,5.91E-06,0.00017935,"0.22,0.234,0.147,0.012,0.192","0.019,0.019,0.078,0.0,0.097,0.046,0.191",0.097
RI,5094,ENSG00000065989.16,PDE4A,chr19,+,"5,6,19,2,0","63,28,34,108,10","0,1,3,0,2,2,6","21,76,92,39,105,77,18",294,98,5.99E-06,0.000181005,"0.026,0.067,0.157,0.006,0.0","0.0,0.004,0.011,0.0,0.006,0.009,0.1",0.033
RI,1676,ENSG00000188603.22,CLN3,chr16,-,"13,8,4,0,0","30,20,48,52,23","0,0,1,0,3,0,2","21,29,25,9,36,27,24",192,98,6.10E-06,0.000183652,"0.181,0.17,0.041,0.0,0.0","0.0,0.0,0.02,0.0,0.041,0.0,0.041",0.064
RI,3926,ENSG00000159214.13,CCDC24,chr1,+,"30,27,31,13,28","40,26,40,76,34","7,18,30,6,13,10,11","53,52,40,47,34,46,59",1241,98,6.35E-06,0.000190452,"0.056,0.076,0.058,0.013,0.061","0.01,0.027,0.056,0.01,0.029,0.017,0.015",0.029
RI,2086,ENSG00000166140.17,ZFYVE19,chr15,+,"12,16,10,13,12","70,46,51,81,32","1,6,13,1,4,14,8","80,59,65,66,106,84,70",393,98,6.40E-06,0.000191331,"0.041,0.08,0.047,0.038,0.086","0.003,0.025,0.048,0.004,0.009,0.04,0.028",0.036
RI,9162,ENSG00000138002.16,IFT172,chr2,-,"7,8,6,5,15","15,10,16,17,3","0,0,0,0,3,7,2","9,18,19,7,18,6,9",340,98,6.75E-06,0.000201225,"0.119,0.187,0.098,0.078,0.59","0.0,0.0,0.0,0.0,0.046,0.252,0.06",0.163
RI,6033,ENSG00000122566.23,HNRNPA2B1,chr7,-,"97,107,65,57,33","120,813,018,741,353,000","29,34,52,37,46,48,30","566,118,210,096,771,000,000,000",254,98,6.79E-06,0.000201619,"0.03,0.031,0.028,0.016,0.029","0.019,0.011,0.019,0.021,0.016,0.018,0.015",0.01
RI,11938,ENSG00000102977.18,ACD,chr16,-,"10,21,23,1,23","54,34,75,94,70","3,1,5,7,17,2,11","71,77,50,65,61,125,81",175,98,6.82E-06,0.000201667,"0.094,0.257,0.147,0.006,0.155","0.023,0.007,0.053,0.057,0.135,0.009,0.071",0.081
RI,6095,ENSG00000115392.13,FANCL,chr2,-,"18,35,35,20,12","14,20,18,24,8","2,21,23,3,29,12,8","6,30,27,25,36,28,12",1325,98,7.02E-06,0.00020699,"0.087,0.115,0.126,0.058,0.1","0.024,0.049,0.059,0.009,0.056,0.031,0.047",0.058
RI,12565,ENSG00000132024.18,CC2D1A,chr19,+,"9,19,32,5,12","84,77,112,118,81","4,3,4,0,4,5,10","67,81,64,83,96,70,121",725,98,7.19E-06,0.000211225,"0.014,0.032,0.037,0.006,0.02","0.008,0.005,0.008,0.0,0.006,0.01,0.011",0.015
RI,9385,ENSG00000293616.2,PCBP1-AS1,chr2,-,"12,8,7,10,5","0,2,0,1,0","1,9,5,0,11,4,6","2,2,0,3,0,2,2",528,98,7.66E-06,0.000224282,"1.0,0.426,1.0,0.65,1.0","0.085,0.455,1.0,0.0,1.0,0.271,0.358",0.362
RI,1387,ENSG00000129219.14,PLD2,chr17,+,"6,8,10,3,6","20,18,19,32,19","0,2,2,0,1,4,0","15,9,6,16,5,25,18",288,98,7.82E-06,0.000228237,"0.093,0.131,0.152,0.031,0.097","0.0,0.07,0.102,0.0,0.064,0.052,0.0",0.06
RI,7356,ENSG00000113240.14,CLK4,chr5,-,"4,26,17,1,4","41,47,39,21,3","0,3,3,0,5,4,0","5,17,15,14,20,64,11",493,98,8.03E-06,0.000233523,"0.019,0.099,0.08,0.009,0.21","0.0,0.034,0.038,0.0,0.047,0.012,0.0",0.065
RI,1204,ENSG00000173757.11,STAT5B,chr17,-,"4,13,21,1,2","37,50,27,39,9","1,0,1,0,2,0,4","11,31,47,10,56,38,7",784,98,8.06E-06,0.000233538,"0.013,0.031,0.089,0.003,0.027","0.011,0.0,0.003,0.0,0.004,0.0,0.067",0.02
RI,1471,ENSG00000131143.10,COX4I1,chr16,+,"539,723,470,420,169","30,472,806,275,538,700,000","317,473,482,216,576,000,000","2,852,336,025,043,220,000,000,000,000",726,98,8.16E-06,0.000235491,"0.023,0.034,0.023,0.014,0.017","0.015,0.019,0.025,0.009,0.027,0.013,0.011",0.005
RI,8313,ENSG00000249115.9,HAUS5,chr19,+,"13,7,10,4,2","4,6,5,15,5","0,2,1,0,4,1,2","6,6,6,6,6,3,11",351,98,8.56E-06,0.000246386,"0.476,0.246,0.358,0.069,0.1","0.0,0.085,0.044,0.0,0.157,0.085,0.048",0.19
RI,2917,ENSG00000196531.14,NACA,chr12,-,"147,148,142,85,103","15,001,460,167,612,900,000","95,101,61,70,46,80,113","16,421,226,924,127,500,000,000,000",331,98,8.97E-06,0.000257063,"0.028,0.029,0.024,0.019,0.022","0.017,0.024,0.019,0.016,0.015,0.015,0.015",0.007
RI,5415,ENSG00000170581.15,STAT2,chr12,-,"8,7,11,3,0","40,17,8,30,2","1,1,2,0,6,0,0","11,23,28,8,43,22,13",177,98,9.17E-06,0.000261948,"0.1,0.186,0.432,0.052,0.0","0.048,0.024,0.038,0.0,0.072,0.0,0.0",0.128
RI,7189,ENSG00000174233.12,ADCY6,chr12,-,"6,7,6,0,0","9,15,8,13,4","0,0,0,0,2,0,2","1,16,7,1,12,6,8",390,98,9.30E-06,0.000263953,"0.143,0.105,0.159,0.0,0.0","0.0,0.0,0.0,0.0,0.04,0.0,0.059",0.067
RI,11808,ENSG00000106397.12,PLOD3,chr7,-,"8,35,18,1,2","58,56,28,34,32","1,2,1,0,6,5,0","37,17,7,9,37,20,18",400,98,9.30E-06,0.000263953,"0.033,0.133,0.136,0.007,0.015","0.007,0.028,0.034,0.0,0.038,0.058,0.0",0.041
RI,11239,ENSG00000104231.11,ZFAND1,chr8,-,"4,10,10,8,2","26,31,25,51,9","0,7,4,0,4,0,0","2,52,61,13,51,19,10",189,98,9.34E-06,0.00026426,"0.074,0.143,0.172,0.075,0.103","0.0,0.065,0.033,0.0,0.039,0.0,0.0",0.094
RI,8632,ENSG00000090581.11,GNPTG,chr16,+,"50,31,54,79,21","136,109,127,183,62","47,87,55,55,74,87,99","96,109,95,91,159,132,99",177,98,9.73E-06,0.000274271,"0.169,0.136,0.191,0.193,0.158","0.213,0.306,0.243,0.251,0.205,0.267,0.356",-0.094
RI,1832,ENSG00000007541.17,PIGQ,chr16,+,"20,22,37,3,10","88,46,84,138,64","5,5,20,0,14,11,11","81,89,58,78,102,108,135",692,98,1.02E-05,0.000286412,"0.031,0.063,0.059,0.003,0.022","0.009,0.008,0.047,0.0,0.019,0.014,0.011",0.02
RI,12730,ENSG00000206503.15,HLA-A,chr6,+,"29,120,107,79,102","566,556,488,691,452","38,32,18,15,60,32,31","298,241,257,249,311,000,000",540,98,1.02E-05,0.000286412,"0.009,0.038,0.038,0.02,0.039","0.023,0.024,0.013,0.011,0.034,0.014,0.011",0.01
RI,1099,ENSG00000258890.8,CEP95,chr17,+,"13,25,13,5,14","5,23,32,13,10","2,4,0,6,4,2,4","10,24,4,10,10,7,9",1962,98,1.04E-05,0.000288712,"0.115,0.051,0.02,0.019,0.065","0.01,0.008,0.0,0.029,0.02,0.014,0.022",0.039
RI,1627,ENSG00000156858.12,PRR14,chr16,+,"3,0,0,2,0","20,13,24,18,12","2,4,4,2,4,6,10","13,28,19,7,28,20,11",225,98,1.04E-05,0.000288712,"0.061,0.0,0.0,0.046,0.0","0.063,0.059,0.084,0.111,0.059,0.116,0.284",-0.089
RI,352,ENSG00000205581.11,HMGN1,chr21,-,"130,99,62,36,40","115,74,71,76,29","11,40,67,14,50,26,30","43,76,41,33,55,90,70",3115,98,1.05E-05,0.000289976,"0.034,0.04,0.027,0.015,0.042","0.008,0.016,0.049,0.013,0.028,0.009,0.013",0.012
RI,7543,ENSG00000143624.14,INTS3,chr1,+,"1,22,9,2,4","79,45,60,107,45","0,2,1,0,5,2,2","34,75,56,50,71,46,39",296,98,1.05E-05,0.000290995,"0.004,0.139,0.047,0.006,0.029","0.0,0.009,0.006,0.0,0.023,0.014,0.017",0.035
