,ID,GeneID,geneSymbol,chr,strand,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference
MXE,2811,ENSG00000293429.1,ENSG00000293429,chr12,+,"0,0,10,2,2","3,2,3,5,2","0,2,2,0,0,0,0","4,8,4,4,3,2,1",194,205,8.97E-05,0.010781615,"0.0,0.0,0.779,0.297,0.514","0.0,0.209,0.346,0.0,0.0,0.0,0.0",0.239
MXE,11058,ENSG00000049167.16,ERCC8,chr5,-,"6,7,8,8,8","7,1,1,7,0","0,0,6,2,4,1,2","1,4,8,1,13,4,1",408,184,9.06E-05,0.010781615,"0.279,0.759,0.783,0.34,1.0","0.0,0.0,0.253,0.474,0.122,0.101,0.474",0.429
MXE,230,ENSG00000100412.17,ACO2,chr22,+,"7,55,21,4,7","405,385,224,555,81","1,2,6,0,10,4,5","185,438,470,250,427,000,000",564,175,9.57E-05,0.011271461,"0.005,0.042,0.028,0.002,0.026","0.002,0.001,0.004,0.0,0.007,0.003,0.01",0.017
MXE,10179,ENSG00000162961.14,DPY30,chr2,-,"342,267,283,349,125","8,9,15,3,12","222,395,276,206,316,000,000","8,4,0,4,3,3,7",241,151,9.73E-05,0.011333033,"0.964,0.949,0.922,0.986,0.867","0.946,0.984,1.0,0.97,0.985,0.986,0.958",-0.038
MXE,1015,ENSG00000178127.13,NDUFV2,chr18,+,"7,346,086,411,203,310","159,154,125,155,72","62,910,959,139,798,100,000,000","100,121,114,144,97,172,124",267,221,0.000108235,0.012480052,"0.793,0.766,0.809,0.865,0.783","0.839,0.882,0.869,0.849,0.874,0.841,0.811",-0.049
MXE,14421,ENSG00000100263.14,RHBDD3,chr22,-,"36,51,24,12,8","36,38,61,77,53","10,8,4,5,7,12,8","43,51,33,42,56,63,82",324,261,0.000112935,0.01288635,"0.446,0.519,0.241,0.112,0.108","0.158,0.112,0.089,0.088,0.091,0.133,0.073",0.179
MXE,6169,ENSG00000164398.15,ACSL6,chr5,-,"54,39,26,60,19","53,47,25,70,11","14,86,108,17,113,42,12","13,16,43,6,9,49,6",1446,176,0.000121434,0.013713238,"0.11,0.092,0.112,0.094,0.174","0.116,0.395,0.234,0.256,0.604,0.094,0.196",-0.154
MXE,12156,ENSG00000108384.16,RAD51C,chr17,+,"8,6,2,2,0","53,63,93,58,53","1,0,1,0,2,0,0","45,55,41,42,35,61,59",159,159,0.000125378,0.014014223,"0.131,0.087,0.021,0.033,0.0","0.022,0.0,0.024,0.0,0.054,0.0,0.0",0.04
MXE,6857,ENSG00000149231.16,CCDC82,chr11,-,"46,34,35,47,11","5,0,9,0,4","21,44,57,15,54,28,29","2,0,0,0,0,4,1",138,182,0.000130044,0.01438887,"0.924,1.0,0.837,1.0,0.784","0.933,1.0,1.0,1.0,1.0,0.902,0.975",-0.064
MXE,7206,ENSG00000163374.21,YY1AP1,chr1,-,"121,118,145,200,32","2,7,7,1,5","52,134,197,54,164,103,55","0,2,0,0,6,0,1",297,185,0.000141834,0.0155365,"0.974,0.913,0.928,0.992,0.799","1.0,0.977,1.0,1.0,0.945,1.0,0.972",-0.064
MXE,841,ENSG00000141837.23,CACNA1A,chr19,-,"20,16,25,69,8","80,56,38,93,26","13,74,47,42,68,66,18","24,65,75,30,60,40,25",195,195,0.000149305,0.015878475,"0.2,0.222,0.397,0.426,0.235","0.351,0.532,0.385,0.583,0.531,0.623,0.419",-0.193
MXE,4802,ENSG00000178467.18,P4HTM,chr3,+,"23,32,12,13,7","573,386,479,785,309","7,12,11,4,13,2,16","393,637,470,501,418,000,000",248,222,0.000148999,0.015878475,"0.035,0.069,0.022,0.015,0.02","0.016,0.017,0.021,0.007,0.027,0.003,0.027",0.015
MXE,5966,ENSG00000136717.15,BIN1,chr2,-,"427,418,429,545,202","274,240,261,435,174","249,391,249,233,414,000,000","290,368,241,278,283,000,000",227,206,0.000147247,0.015878475,"0.586,0.612,0.599,0.532,0.513","0.438,0.491,0.484,0.432,0.57,0.495,0.49",0.083
MXE,14422,ENSG00000100263.14,RHBDD3,chr22,-,"36,51,24,12,8","36,38,62,80,55","10,8,4,5,7,12,8","43,51,33,42,57,63,84",324,265,0.000151297,0.015935698,"0.45,0.523,0.24,0.109,0.106","0.16,0.114,0.09,0.089,0.091,0.135,0.072",0.178
MXE,1660,ENSG00000007392.17,LUC7L,chr16,-,"22,13,15,8,20","106,130,101,61,29","12,33,12,2,29,11,50","50,88,65,34,62,64,35",1259,197,0.000161225,0.016660911,"0.031,0.015,0.023,0.02,0.097","0.036,0.055,0.028,0.009,0.068,0.026,0.183",-0.021
MXE,14193,ENSG00000214548.19,MEG3,chr14,+,"89,74,96,10,54","9,2,6,1,11","19,24,22,21,24,29,63","1,0,0,1,0,6,0",218,278,0.00016054,0.016660911,"0.927,0.979,0.953,0.927,0.862","0.96,1.0,1.0,0.964,1.0,0.86,1.0",-0.04
MXE,7588,ENSG00000170100.14,ZNF778,chr16,+,"0,1,2,5,0","6,4,7,6,2","5,6,5,2,9,6,4","3,2,10,3,3,2,2",225,182,0.000165189,0.016911029,"0.0,0.168,0.188,0.403,0.0","0.574,0.708,0.288,0.35,0.708,0.708,0.618",-0.413
MXE,14469,ENSG00000176261.16,ZBTB8OS,chr1,-,"13,6,14,42,6","20,4,40,36,9","13,31,20,30,37,35,24","5,18,11,10,10,29,12",123,181,0.000173478,0.017595215,"0.489,0.688,0.34,0.632,0.495","0.793,0.717,0.728,0.815,0.845,0.64,0.746",-0.226
MXE,3630,ENSG00000133794.20,BMAL1,chr11,+,"0,0,1,0,0","58,64,35,70,3","3,0,4,0,8,2,0","14,26,96,9,82,21,16",153,224,0.000187872,0.018858693,"0.0,0.0,0.04,0.0,0.0","0.239,0.0,0.057,0.0,0.125,0.122,0.0",-0.07
MXE,7133,ENSG00000168826.16,ZBTB49,chr4,+,"24,32,7,27,8","1,0,2,0,0","5,27,44,19,44,22,14","2,2,7,0,3,2,0",1201,172,0.000190866,0.018858693,"0.775,1.0,0.334,1.0,1.0","0.264,0.659,0.474,1.0,0.677,0.612,1.0",0.152
MXE,8468,ENSG00000177479.20,ARIH2,chr3,+,"7,7,17,23,0","108,125,208,187,101","11,31,30,5,27,23,24","97,193,171,72,288,114,92",220,450,0.000191101,0.018858693,"0.117,0.103,0.143,0.201,0.0","0.188,0.247,0.264,0.124,0.161,0.292,0.348",-0.119
MXE,3769,ENSG00000204120.16,GIGYF2,chr2,+,"8,4,1,2,7","2,1,4,2,2","2,8,11,2,14,3,6","0,0,3,1,0,1,1",164,216,0.00022553,0.022057624,"0.84,0.84,0.248,0.568,0.822","1.0,1.0,0.828,0.725,1.0,0.798,0.888",-0.228
MXE,10476,ENSG00000293616.2,PCBP1-AS1,chr2,-,"17,21,13,8,4","8,1,1,4,0","5,20,10,1,20,27,9","0,0,1,3,1,0,0",279,160,0.00022981,0.022277366,"0.549,0.923,0.882,0.534,1.0","1.0,1.0,0.852,0.16,0.92,1.0,1.0",-0.07
MXE,3890,ENSG00000124508.17,BTN2A2,chr6,+,"28,41,14,3,5","16,20,8,6,2","1,2,0,4,4,1,2","1,5,2,6,9,3,6",446,380,0.000234977,0.022438924,"0.599,0.636,0.599,0.299,0.681","0.46,0.254,0.0,0.362,0.275,0.221,0.221",0.307
MXE,5728,ENSG00000255717.10,SNHG1,chr11,-,"0,9,4,0,0","24,32,28,19,16","0,0,0,2,0,0,0","3,11,4,5,11,11,18",131,137,0.000239671,0.022438924,"0.0,0.227,0.13,0.0,0.0","0.0,0.0,0.0,0.295,0.0,0.0,0.0",0.029
MXE,11720,ENSG00000161010.16,MRNIP,chr5,-,"40,33,35,82,12","2,17,2,0,0","27,66,53,38,71,35,36","3,2,1,0,0,2,1",158,280,0.000236491,0.022438924,"0.973,0.775,0.969,1.0,1.0","0.941,0.983,0.989,1.0,1.0,0.969,0.985",-0.038
MXE,12957,ENSG00000110958.16,PTGES3,chr12,-,"34,57,28,17,3","305,502,222,266,69","10,7,13,0,15,6,14","79,265,292,110,256,124,58",161,123,0.000239602,0.022438924,"0.078,0.08,0.088,0.047,0.032","0.088,0.02,0.033,0.0,0.043,0.036,0.156",0.011
MXE,7878,ENSG00000291158.2,LINC00869,chr1,+,"233,222,130,286,87","12,13,0,8,0","138,180,152,157,149,000,000","3,23,31,4,13,6,7",564,308,0.000242584,0.022519176,"0.914,0.903,1.0,0.951,1.0","0.962,0.81,0.728,0.955,0.862,0.938,0.896",0.075
MXE,2151,ENSG00000072110.17,ACTN1,chr14,-,"161,204,169,209,80","73,59,82,163,50","83,149,127,110,193,100,000","70,162,109,148,113,98,105",179,161,0.000244841,0.022537709,"0.665,0.757,0.65,0.536,0.59","0.516,0.453,0.512,0.401,0.606,0.578,0.476",0.134
MXE,6166,ENSG00000164398.15,ACSL6,chr5,-,"63,52,18,109,4","53,47,25,70,11","10,119,157,24,210,53,7","13,16,43,6,9,49,6",176,176,0.000264099,0.024107842,"0.543,0.525,0.419,0.609,0.267","0.435,0.881,0.785,0.8,0.959,0.52,0.538",-0.23
MXE,11985,ENSG00000269825.4,ENSG00000269825,chr19,-,"0,11,1,0,7","23,43,12,19,9","0,1,0,0,0,0,5","3,25,16,8,29,12,5",241,186,0.000277805,0.025149392,"0.0,0.165,0.06,0.0,0.375","0.0,0.03,0.0,0.0,0.0,0.0,0.436",0.053
MXE,4567,ENSG00000256028.2,ENSG00000256028,chr12,+,"2,3,1,6,1","36,20,43,35,14","7,8,11,8,6,2,5","19,30,23,20,45,19,23",155,212,0.000280873,0.025218672,"0.071,0.17,0.031,0.19,0.089","0.335,0.267,0.395,0.354,0.154,0.126,0.229",-0.156
MXE,8245,ENSG00000126214.22,KLC1,chr14,+,"7,926,438,091,457,290","6,604,136,471,583,220","54,013,511,111,941,800,000,000","7,181,211,104,010,260,000,000,000",308,149,0.000284226,0.025290427,"0.367,0.43,0.377,0.308,0.383","0.267,0.351,0.341,0.307,0.296,0.305,0.298",0.064
MXE,11420,ENSG00000141469.18,SLC14A1,chr18,+,"1,30,10,0,5","25,203,165,14,14","5,0,1,0,1,1,0","29,7,25,16,21,40,18",256,288,0.000286289,0.025290427,"0.043,0.143,0.064,0.0,0.287","0.162,0.0,0.043,0.0,0.051,0.027,0.0",0.067
MXE,193,ENSG00000188130.14,MAPK12,chr22,-,"25,25,32,83,34","12,9,5,10,3","40,67,44,30,31,53,20","0,3,3,0,6,7,3",210,275,0.000296744,0.025797844,"0.732,0.784,0.893,0.916,0.937","1.0,0.967,0.951,1.0,0.871,0.908,0.897",-0.09
MXE,2929,ENSG00000079337.16,RAPGEF3,chr12,-,"34,10,19,8,11","7,4,6,2,2","11,12,4,10,5,23,13","4,0,1,1,1,1,0",138,180,0.000295533,0.025797844,"0.864,0.765,0.805,0.839,0.878","0.782,1.0,0.839,0.929,0.867,0.968,1.0",-0.082
MXE,2890,ENSG00000111481.10,COPZ1,chr12,+,"49,57,35,74,10","3,3,3,7,0","23,58,57,22,58,63,15","0,3,2,0,1,0,0",167,180,0.000309966,0.026735208,"0.946,0.953,0.926,0.919,1.0","1.0,0.954,0.968,1.0,0.984,1.0,1.0",-0.038
MXE,4023,ENSG00000164219.10,PGGT1B,chr5,-,"0,2,0,4,0","22,22,11,15,7","3,7,5,3,2,7,1","9,15,19,13,12,16,20",144,283,0.000318139,0.027225721,"0.0,0.152,0.0,0.344,0.0","0.396,0.478,0.341,0.312,0.247,0.462,0.089",-0.233
MXE,8095,ENSG00000079819.20,EPB41L2,chr6,-,"0,0,1,2,1","125,180,81,92,49","1,8,2,4,2,0,6","50,106,150,67,77,124,45",161,221,0.000326237,0.027279383,"0.0,0.0,0.017,0.029,0.027","0.027,0.094,0.018,0.076,0.034,0.0,0.155",-0.043
MXE,8611,ENSG00000130414.13,NDUFA10,chr2,-,"167,156,126,334,23","473,583,657,612,223","94,225,254,132,220,176,75","219,518,516,220,433,000,000",185,3342,0.000324377,0.027279383,"0.864,0.829,0.776,0.908,0.651","0.886,0.887,0.899,0.916,0.902,0.887,0.832",-0.081
MXE,14113,ENSG00000104361.10,NIPAL2,chr8,-,"13,6,5,13,10","2,4,0,3,0","2,9,13,3,13,3,4","0,30,17,0,18,12,2",162,193,0.000325442,0.027279383,"0.886,0.641,1.0,0.838,1.0","1.0,0.263,0.477,1.0,0.462,0.229,0.704",0.282
MXE,3050,ENSG00000170919.17,TPT1-AS1,chr13,+,"1,1,0,5,9","52,64,91,34,36","4,1,5,7,12,7,20","33,37,19,43,61,30,73",177,287,0.000339582,0.028180143,"0.03,0.025,0.0,0.193,0.288","0.164,0.042,0.299,0.209,0.242,0.274,0.308",-0.113
MXE,3382,ENSG00000131626.19,PPFIA1,chr11,+,"2,6,2,3,4","13,20,13,22,1","2,1,1,1,1,0,2","5,25,39,4,31,6,13",215,128,0.000363536,0.029941147,"0.084,0.152,0.084,0.075,0.704","0.192,0.023,0.015,0.13,0.019,0.0,0.084",0.154
MXE,13232,ENSG00000304176.1,ENSG00000304176,chr7,+,"22,5,3,66,2","0,0,1,2,0","8,18,37,9,8,16,8","0,1,15,0,0,0,0",238,185,0.000366375,0.029949827,"1.0,1.0,0.7,0.962,1.0","1.0,0.933,0.657,1.0,1.0,1.0,1.0",-0.009
MXE,6266,ENSG00000179818.18,PCBP1-AS1,chr2,-,"0,0,2,3,0","48,23,39,31,7","5,4,1,0,0,4,1","9,11,10,16,25,18,18",136,201,0.000369326,0.029967347,"0.0,0.0,0.07,0.125,0.0","0.451,0.35,0.129,0.0,0.0,0.247,0.076",-0.14
MXE,13036,ENSG00000146733.14,PSPH,chr7,-,"34,63,18,37,11","64,96,59,58,53","19,46,53,35,76,40,17","27,53,42,20,55,45,36",233,247,0.000376505,0.030303525,"0.36,0.41,0.244,0.403,0.18","0.427,0.479,0.572,0.65,0.594,0.485,0.334",-0.186
MXE,14979,ENSG00000186868.18,MAPT,chr17,+,"292,157,153,313,43","474,275,377,708,116","107,280,342,84,364,168,89","177,392,496,145,469,000,000",185,164,0.000379002,0.030303525,"0.353,0.336,0.265,0.282,0.247","0.349,0.388,0.379,0.339,0.408,0.341,0.365",-0.07
MXE,774,ENSG00000198597.10,ZNF536,chr19,+,"0,1,0,0,3","182,87,168,356,98","0,6,4,0,1,7,0","139,222,238,44,540,253,69",215,2270,0.000382721,0.030379157,"0.0,0.108,0.0,0.0,0.244","0.0,0.222,0.151,0.0,0.019,0.226,0.0",-0.018
MXE,7842,ENSG00000275131.5,PDE4DIPP2,chr1,-,"17,44,23,21,11","0,3,2,17,1","13,24,19,7,29,22,10","5,18,12,7,22,5,4",237,145,0.000392854,0.030959145,"1.0,0.9,0.876,0.43,0.871","0.614,0.449,0.492,0.38,0.446,0.729,0.605",0.285
MXE,3568,ENSG00000215386.16,MIR99AHG,chr21,+,"0,3,1,2,0","8,10,16,7,11","1,10,10,0,3,5,3","7,8,7,14,9,11,9",158,170,0.000399338,0.031245367,"0.0,0.244,0.063,0.235,0.0","0.133,0.574,0.606,0.0,0.264,0.328,0.264",-0.201
MXE,6883,ENSG00000291232.2,PDE4DIPP6,chr1,+,"1,6,2,1,2","0,1,0,1,0","1,4,2,3,4,2,3","1,1,2,2,0,6,0",216,225,0.000406552,0.031384633,"1.0,0.862,1.0,0.51,1.0","0.51,0.806,0.51,0.61,1.0,0.258,1.0",0.204
MXE,10355,ENSG00000198300.14,PEG3,chr19,-,"5,5,0,6,0","4,1,4,1,3","0,12,12,2,34,5,3","1,2,0,0,15,1,0",229,237,0.000406848,0.031384633,"0.564,0.838,0.0,0.861,0.0","0.0,0.861,1.0,1.0,0.701,0.838,1.0",-0.319
MXE,15596,ENSG00000271793.2,ENSG00000271793,chr6,-,"71,237,133,137,110","55,41,40,19,30","220,72,91,57,201,196,141","23,19,16,7,31,24,10",177,167,0.000423353,0.032429466,"0.549,0.845,0.758,0.872,0.776","0.9,0.781,0.843,0.885,0.86,0.885,0.93",-0.109
MXE,12347,ENSG00000146282.19,RARS2,chr6,-,"21,20,17,45,5","0,0,1,0,0","1,51,28,0,21,21,12","4,2,3,3,5,0,0",175,222,0.000450539,0.034272227,"1.0,1.0,0.956,1.0,1.0","0.241,0.97,0.922,0.0,0.842,1.0,1.0",0.28
MXE,5801,ENSG00000231074.12,HCG18,chr6,-,"3,0,6,3,1","5,7,2,18,4","0,4,0,0,1,0,2","4,6,14,4,15,15,10",216,263,0.00046321,0.034993146,"0.422,0.0,0.785,0.169,0.233","0.0,0.448,0.0,0.0,0.075,0.0,0.196",0.219
MXE,9961,ENSG00000078487.18,ZCWPW1,chr7,-,"12,10,27,13,6","30,9,23,9,3","1,10,1,5,2,4,4","10,13,5,10,10,12,20",203,179,0.000476663,0.03576276,"0.261,0.495,0.509,0.56,0.638","0.081,0.404,0.15,0.306,0.15,0.227,0.15",0.283
MXE,8400,ENSG00000132694.20,ARHGEF11,chr1,-,"20,11,8,7,1","1,0,0,0,0","1,26,17,1,24,7,10","0,2,7,0,0,5,0",131,113,0.00049027,0.036533417,"0.945,1.0,1.0,1.0,1.0","1.0,0.918,0.677,1.0,1.0,0.547,1.0",0.112
MXE,6311,ENSG00000186166.9,CENATAC,chr11,+,"3,8,7,7,6","12,10,13,1,7","10,7,12,6,17,20,13","2,3,0,3,6,3,6",204,129,0.000494244,0.036580742,"0.137,0.336,0.254,0.816,0.351","0.76,0.596,1.0,0.558,0.642,0.808,0.578",-0.327
MXE,8478,ENSG00000079277.22,MKNK1,chr1,-,"10,3,9,13,7","0,6,6,1,0","3,4,2,6,5,2,5","0,2,0,0,2,1,0",200,178,0.000510545,0.037533625,"1.0,0.308,0.572,0.92,1.0","1.0,0.64,1.0,1.0,0.69,0.64,1.0",-0.093
MXE,8247,ENSG00000126214.22,KLC1,chr14,+,"1,968,140,717,723,510,000","6,604,136,471,583,220","1,276,342,928,072,070,000,000,000,000","7,181,211,104,010,260,000,000,000",233,149,0.000537026,0.039217215,"0.656,0.685,0.637,0.586,0.649","0.532,0.644,0.633,0.564,0.566,0.578,0.561",0.06
MXE,6445,ENSG00000259495.4,ARNT2-DT,chr15,-,"1,1,4,2,6","4,6,8,5,0","3,1,2,1,4,5,2","2,0,0,1,3,2,0",161,234,0.000548108,0.039761428,"0.267,0.195,0.421,0.368,1.0","0.686,1.0,1.0,0.592,0.66,0.784,1.0",-0.367
MXE,7417,ENSG00000125388.20,GRK4,chr4,+,"4,6,6,6,2","5,2,4,6,2","0,16,5,10,8,5,1","1,6,0,1,4,0,0",191,136,0.000564337,0.040669369,"0.363,0.681,0.516,0.416,0.416","0.0,0.655,1.0,0.877,0.587,1.0,1.0",-0.253
MXE,4716,ENSG00000163681.17,SLMAP,chr3,+,"4,2,2,14,3","0,0,0,4,0","1,7,9,2,25,12,0","1,2,3,1,1,2,4",149,149,0.000593163,0.041919436,"1.0,1.0,1.0,0.778,1.0","0.5,0.778,0.75,0.667,0.962,0.857,0.0",0.311
MXE,9080,ENSG00000196756.16,SNHG17,chr20,-,"1,1,1,0,0","30,44,39,28,17","0,2,0,2,0,18,0","9,16,12,11,18,15,24",212,253,0.000592307,0.041919436,"0.038,0.026,0.03,0.0,0.0","0.0,0.13,0.0,0.178,0.0,0.589,0.0",-0.109
MXE,15097,ENSG00000187239.19,FNBP1,chr9,-,"0,0,3,4,7","28,43,25,26,19","3,2,3,2,24,11,0","6,15,21,12,27,26,10",182,113,0.000589554,0.041919436,"0.0,0.0,0.069,0.087,0.186","0.237,0.076,0.081,0.094,0.356,0.208,0.0",-0.082
MXE,10196,ENSG00000204929.14,LINC02934,chr2,+,"0,3,0,1,0","1,1,2,0,1","1,2,2,1,1,2,2","4,1,2,0,0,5,0",190,191,0.000609582,0.042803583,"0.0,0.751,0.0,1.0,0.0","0.201,0.668,0.501,1.0,1.0,0.287,1.0",-0.315
MXE,1230,ENSG00000276234.5,TADA2A,chr17,+,"17,18,18,50,5","0,1,1,3,0","7,32,39,11,54,19,13","5,5,5,0,6,2,2",205,283,0.00063519,0.043800482,"1.0,0.961,0.961,0.958,1.0","0.659,0.898,0.915,1.0,0.926,0.929,0.9",0.086
MXE,13744,ENSG00000227888.5,FAM66A,chr8,+,"5,8,6,8,6","0,0,4,2,2","6,9,1,3,9,10,5","1,1,1,1,0,0,0",446,191,0.000633652,0.043800482,"1.0,1.0,0.391,0.631,0.562","0.72,0.794,0.3,0.562,1.0,1.0,1.0",-0.051
MXE,13802,ENSG00000227888.5,FAM66A,chr8,+,"2,1,0,2,1","0,1,4,0,0","3,0,2,0,0,2,2","4,1,2,6,2,0,1",319,405,0.000635775,0.043800482,"1.0,0.559,0.0,1.0,1.0","0.488,0.0,0.559,0.0,0.0,1.0,0.717",0.317
MXE,287,ENSG00000100095.19,SEZ6L,chr22,+,"110,88,47,169,15","8,2,0,14,0","32,133,209,45,221,48,38","0,4,3,0,4,3,0",290,131,0.000677029,0.046063171,"0.861,0.952,1.0,0.845,1.0","1.0,0.938,0.969,1.0,0.961,0.878,1.0",-0.032
MXE,9280,ENSG00000158864.13,NDUFS2,chr1,+,"9,0,1,3,1","2,1,4,2,0","2,3,7,5,14,4,5","0,0,0,0,0,0,0",161,191,0.000675672,0.046063171,"0.842,0.0,0.229,0.64,1.0","1.0,1.0,1.0,1.0,1.0,1.0,1.0",-0.458
MXE,7269,ENSG00000058453.17,CROCC,chr1,+,"14,1,8,4,2","6,20,19,11,14","5,7,15,1,11,2,12","1,2,5,5,5,3,5",226,268,0.000685379,0.046343495,"0.735,0.056,0.333,0.301,0.145","0.856,0.806,0.781,0.192,0.723,0.442,0.74",-0.335
MXE,7020,ENSG00000168385.18,SEPTIN2,chr2,+,"92,193,96,187,48","14,13,4,8,2","100,150,164,92,193,214,65","3,5,0,6,2,4,4",124,352,0.000701173,0.046981294,"0.949,0.977,0.986,0.985,0.986","0.99,0.988,1.0,0.978,0.996,0.993,0.979",-0.013
MXE,9083,ENSG00000196756.16,SNHG17,chr20,-,"20,39,45,46,11","24,31,25,19,6","20,15,16,58,22,92,34","8,10,7,7,10,5,20",183,253,0.00070339,0.046981294,"0.535,0.635,0.713,0.77,0.717","0.776,0.675,0.76,0.92,0.753,0.962,0.702",-0.119
MXE,9072,ENSG00000196756.16,SNHG17,chr20,-,"0,0,0,2,0","18,15,15,14,3","0,0,0,17,0,20,0","4,8,6,3,7,0,10",176,294,0.000718699,0.047425443,"0.0,0.0,0.0,0.193,0.0","0.0,0.0,0.0,0.904,0.0,1.0,0.0",-0.233
MXE,14947,ENSG00000165233.18,CARD19,chr9,+,"98,110,115,188,50","11,14,14,40,15","63,91,101,104,75,95,84","35,28,22,30,23,27,21",252,158,0.000717785,0.047425443,"0.848,0.831,0.837,0.747,0.676","0.53,0.671,0.742,0.685,0.672,0.688,0.715",0.116
MXE,5717,ENSG00000290763.2,SDHAP1,chr3,-,"2,0,6,6,9","14,2,12,0,4","2,10,16,3,14,8,15","4,0,1,0,0,13,0",228,210,0.000751152,0.04927015,"0.116,0.0,0.315,1.0,0.675","0.315,1.0,0.936,1.0,1.0,0.362,1.0",-0.381
